draw_bet365_probs,season,fulltime_result,date,is_home,team,team_fulltime_goals,team_halftime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_shots_off_target,team_blocked,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_tackles_percent,team_aerial_duels,team_saves,team_fouls_committed,team_fouls_won,team_yellow_cards,team_red_cards,team_xg,opponent_fulltime_goals,opponent_halftime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_shots_off_target,opponent_blocked,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_tackles_percent,opponent_aerial_duels,opponent_saves,opponent_fouls_committed,opponent_fouls_won,opponent_yellow_cards,opponent_red_cards,opponent_xg,fd_team_fulltime_goals,fd_team_halftime_goals,fd_team_win_bet365_probs,fd_team_pre_rating,fd_team_possession,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_blocked,fd_team_passing_percent,fd_team_clear_cut_chances,fd_team_corners,fd_team_offsides,fd_team_tackles_percent,fd_team_aerial_duels,fd_team_saves,fd_team_fouls_committed,fd_team_fouls_won,fd_team_yellow_cards,fd_team_red_cards,fd_team_xg,fd_draw_bet365_probs,fd_opponent_fulltime_goals,fd_opponent_halftime_goals,fd_opponent_win_bet365_probs,fd_opponent_pre_rating,fd_opponent_possession,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_blocked,fd_opponent_passing_percent,fd_opponent_clear_cut_chances,fd_opponent_corners,fd_opponent_offsides,fd_opponent_tackles_percent,fd_opponent_aerial_duels,fd_opponent_saves,fd_opponent_fouls_committed,fd_opponent_fouls_won,fd_opponent_yellow_cards,fd_opponent_red_cards,fd_opponent_xg
0.36,2021_2022,1,2021-12-13,1,Cadiz,1,0,0.3,1807,42,15,6,6,3,75,1,3,0,60,56,0,15,16,3,0,0.7,2,1,0.34,1917,43,9,2,5,2,73,1,3,3,50,54,2,17,14,2,0,1.0,0,0,-0.14999999999999997,-7,6,6,5,1,0,-6,0,-1,-2,20,27,-3,2,6,1,0,0.7,0.040000000000000036,0,-1,-0.33999999999999997,5,6,1,-2,3,0,8,1,0,0,-19,2,-1,8,2,0,0,-0.10000000000000009
0.36,2021_2022,2,2021-12-17,1,Celta Vigo,0,0,0.21,1955,51,14,5,6,3,57,0,4,0,57,56,1,11,13,2,0,1.2,4,1,0.43,1927,52,17,8,6,3,84,3,4,5,69,36,2,9,14,4,0,0.4,-1,-1,0.12999999999999998,-12,-15,3,0,3,0,-20,-2,-2,0,10,6,-2,1,-8,-1,0,0.09999999999999998,-0.010000000000000009,4,1,-0.19999999999999998,-8,2,7,5,3,-1,5,3,1,5,-1,-16,2,-2,-2,1,-1,1.6999999999999997
0.35,2021_2022,2,2021-12-18,1,Rayo Vallecano,0,0,0.17,1918,48,19,7,7,5,82,1,6,3,38,57,3,14,16,3,0,1.8,1,0,0.48,1855,65,9,1,5,3,80,1,1,1,77,49,1,18,14,2,1,0.2,-1,0,0.22000000000000003,8,-1,12,7,1,4,3,0,0,0,-25,9,0,-4,5,0,0,1.1,0.02999999999999997,0,0,-0.08000000000000002,-6,9,-5,-1,-5,1,0,0,-4,-1,16,3,1,3,-1,0,1,-1.4000000000000001
0.37,2021_2022,0,2021-12-18,1,Real Sociedad,0,0,0.24,2051,51,15,5,4,6,82,0,7,5,66,50,1,10,11,1,0,0.9,2,2,0.39,2088,51,13,5,5,3,79,1,5,3,55,42,6,16,14,1,0,2.9,0,0,0.0,4,0,4,5,-1,0,-5,0,1,4,16,2,-5,-2,4,-1,0,0.20000000000000007,0.0,2,2,-0.26,18,-3,-3,3,0,-6,0,-1,-3,2,10,7,4,6,5,-1,0,0.7
0.33,2021_2022,2,2021-12-18,1,Barcelona,2,1,0.08,2128,61,10,2,7,1,83,1,5,2,83,50,1,16,16,4,0,2.7,1,0,0.6,1831,59,8,4,2,2,78,2,1,2,47,33,5,12,15,2,0,1.3,2,1,0.08000000000000002,-21,-1,-2,-1,0,-1,-5,-1,-1,-1,14,-32,0,-1,4,3,0,-0.09999999999999998,0.010000000000000009,-2,-1,0.27,10,1,0,1,-1,0,-2,-1,-2,-1,-10,-10,0,-4,2,-5,0,-1.5
0.35,2021_2022,2,2021-12-18,1,Sevilla,1,1,0.32,2142,45,6,1,1,4,73,0,2,1,84,39,2,10,16,3,0,0.5,0,0,0.33,2161,38,9,6,3,0,86,1,6,1,55,38,1,15,17,3,0,1.0,0,0,0.13999999999999999,-9,0,-2,-2,-1,1,-2,-1,-3,-1,22,-25,0,1,6,1,0,-0.2,0.0,-1,0,0.32,9,-19,-5,0,-3,-2,1,-1,-2,0,16,-10,0,2,1,1,0,-0.8
0.35,2021_2022,2,2021-12-19,1,Granada,1,0,0.29,1917,65,16,5,9,2,79,1,1,1,60,34,2,10,13,0,0,1.9,0,0,0.36,1886,48,12,1,6,5,55,1,7,0,71,43,5,14,11,3,0,0.9,-1,-1,0.07,6,21,7,3,4,0,5,0,-2,-2,10,-19,0,-7,-1,-2,0,0.0,0.0,-2,0,-0.34,18,6,2,-2,2,2,-23,0,2,-1,41,-8,0,-2,-1,-2,0,0.20000000000000007
0.37,2021_2022,2,2021-12-19,1,Athletic Bilbao,0,0,0.24,1980,54,13,2,8,3,78,3,9,0,25,61,0,17,9,4,0,1.3,4,1,0.39,2064,48,11,5,5,1,78,2,4,3,76,50,5,12,10,3,0,2.1,0,0,0.02999999999999997,0,0,4,-1,4,1,1,3,6,-4,-30,12,-5,3,-4,3,0,0.8999999999999999,0.009999999999999953,3,1,-0.27,1,11,3,3,1,-1,2,1,3,0,14,32,2,0,-6,1,0,1.0
0.33,2021_2022,2,2021-12-19,1,Getafe,1,1,0.28,1855,34,11,2,9,0,64,1,1,5,23,51,0,15,18,4,0,1.1,2,1,0.39,1950,38,8,3,0,5,70,0,6,4,30,50,0,16,15,5,0,0.6,1,1,-0.030000000000000027,0,-10,-6,-3,2,-5,-5,0,-4,5,-22,0,-3,1,7,2,0,-0.19999999999999996,0.0,2,1,0.07,0,-4,-3,2,-6,1,0,0,4,3,-17,3,-3,0,4,2,0,0.0
0.38,2021_2022,1,2021-12-19,1,Real Madrid,2,1,0.06,2299,61,7,3,3,1,90,1,3,0,50,61,6,17,15,2,0,2.0,1,1,0.56,1815,34,13,3,5,5,58,0,8,2,50,65,4,14,10,3,1,0.2,0,1,-0.03,24,12,-6,-5,0,-1,4,-3,-2,-1,-18,9,6,9,4,2,0,-1.2000000000000002,0.010000000000000009,0,1,-0.15000000000000002,-10,-8,-2,-3,-1,2,-17,-1,5,2,-10,9,4,-1,-6,0,1,-1.0
0.37,2021_2022,0,2021-12-20,1,Levante,3,2,0.31,1846,47,14,5,7,2,82,4,2,1,66,63,4,15,9,4,1,2.7,2,1,0.32,1995,41,21,8,8,5,72,1,8,2,58,66,3,15,12,3,0,2.1,3,2,0.13999999999999996,0,-10,3,2,2,-1,4,4,-5,0,21,10,3,3,-6,2,1,2.4,-0.010000000000000009,0,0,-0.23999999999999996,12,7,13,3,6,4,15,0,4,2,-8,16,-1,-7,3,1,0,0.30000000000000004
0.32,2021_2022,2,2021-12-21,1,Villarreal,3,1,0.08,2106,61,15,8,5,2,79,5,5,3,68,54,3,15,9,3,0,3.3,0,0,0.6,1847,38,6,4,1,1,57,0,5,0,64,48,3,19,12,2,0,0.8,1,-1,0.22,5,9,2,3,0,-1,0,4,0,0,13,11,-3,-1,-5,2,0,0.5,0.0,-1,0,0.19,-2,-26,-3,3,-4,-2,-23,-1,4,-1,-13,0,2,1,-2,0,-1,-0.49999999999999994
0.33,2021_2022,2,2021-12-22,1,Granada,4,1,0.53,1928,45,15,6,5,4,67,2,4,1,64,39,4,12,14,3,0,0.6,1,1,0.14,2153,45,15,3,5,7,76,1,7,1,69,46,0,14,15,1,0,1.5,3,1,-0.050000000000000044,0,-20,-1,1,-4,2,-11,1,3,0,4,5,2,2,1,3,0,0.8999999999999999,-0.010000000000000009,1,1,-0.06,-6,6,6,-3,2,7,-9,0,1,0,13,8,-1,-1,-2,-2,0,0.30000000000000004
0.39,2021_2022,0,2021-12-31,1,Valencia,4,1,0.18,2004,48,15,8,4,3,72,1,4,2,58,29,6,11,21,3,1,0.7,1,0,0.43,1917,47,6,3,3,0,82,1,3,2,50,43,2,5,13,1,0,2.0,2,0,0.15,4,7,-6,0,-4,-2,0,0,-4,0,0,-37,3,-4,9,0,1,0.5,0.02999999999999997,-3,-1,0.21,5,-4,-11,-5,-3,-3,-2,-2,-1,-3,-19,6,0,-4,-1,-3,0,-1.9
0.29,2021_2022,2,2022-01-02,1,Atletico Madrid,1,1,0.09,2140,59,15,3,8,4,83,1,7,6,53,68,2,7,17,1,0,1.7,2,2,0.62,1926,61,20,5,11,4,76,1,5,2,56,51,4,12,19,1,0,0.1,0,0,-0.19,-8,14,0,0,3,-3,7,0,0,5,-15,21,2,-7,2,0,0,0.5,-0.019999999999999962,2,2,-0.29000000000000004,-5,13,1,-2,4,-1,-6,0,-1,-1,17,-5,1,-2,3,-2,0,0.30000000000000004
0.36,2021_2022,1,2022-01-02,1,Elche,2,0,0.29,1829,26,5,3,2,0,70,3,0,4,58,50,4,17,12,3,0,1.2,2,1,0.35,1941,40,6,4,1,1,77,1,2,1,42,32,2,17,7,4,0,1.1,1,0,0.10999999999999999,-4,-32,-3,-1,0,-2,-8,1,-1,2,11,16,-1,5,-3,1,0,0.4,-0.010000000000000009,-2,0,0.24000000000000005,11,-5,-9,-2,-4,-3,9,-1,-2,0,-22,-7,-2,5,-7,1,0,-1.2999999999999998
0.35,2021_2022,1,2022-01-02,1,Alaves,2,1,0.4,1843,37,4,2,2,0,79,0,2,7,66,73,5,14,15,2,0,1.7,1,1,0.25,2033,39,8,4,4,0,68,2,5,2,78,45,4,9,14,2,1,0.9,2,1,0.12,-8,0,-2,-2,1,-1,21,0,-3,7,2,25,2,-5,3,0,0,0.6000000000000001,-0.02999999999999997,1,1,-0.13,-14,-12,-7,-1,0,-6,-14,2,-2,-3,12,-4,3,-1,3,1,1,0.0
0.37,2021_2022,0,2022-01-02,1,Real Betis,2,1,0.17,2054,56,16,8,3,5,81,2,6,1,60,54,3,12,6,3,0,1.4,3,1,0.46,1965,52,12,5,6,1,83,2,3,6,56,56,2,13,5,2,0,2.6,-2,0,0.14,14,8,5,3,-2,4,2,0,2,-2,-16,4,-2,0,-4,0,0,0.5,0.0,3,1,-0.15,1,0,-2,0,0,-2,26,2,-1,6,-1,0,1,2,-8,0,0,0.19999999999999996
0.38,2021_2022,0,2022-01-02,1,Real Mallorca,1,1,0.38,1875,54,8,5,3,0,76,2,2,5,69,60,3,15,12,2,0,0.8,1,1,0.24,2133,58,23,7,9,7,85,2,9,1,63,57,0,13,15,3,0,1.3,1,1,0.07,-1,6,-4,4,-3,-5,21,1,-5,5,-2,17,-2,1,1,-1,0,0.09999999999999998,0.0,-2,-1,0.26,2,-14,4,-1,3,2,-4,-1,4,-2,-1,7,-1,0,-2,2,0,-0.9000000000000001
0.37,2021_2022,2,2022-01-03,1,Villarreal,5,2,0.1,2110,62,24,10,8,6,86,4,6,2,66,26,1,16,14,0,0,3.4,3,2,0.52,1837,51,15,9,3,3,75,2,6,5,50,70,4,21,9,2,1,0.4,2,1,-0.31,18,1,9,2,3,4,6,-1,1,-1,-2,-27,-2,1,5,-3,0,0.3999999999999999,-0.04999999999999999,0,0,-0.10999999999999999,-7,3,1,4,-4,1,-7,-2,4,4,-16,7,0,6,0,-2,0,-0.19999999999999973
0.35,2021_2022,0,2022-01-03,1,Osasuna,0,0,0.36,1940,51,11,3,5,3,72,1,3,4,81,43,2,8,13,1,0,0.9,1,1,0.29,1985,40,15,2,6,7,87,1,7,2,22,41,5,17,7,2,0,1.4,-2,-1,-0.03999999999999998,10,13,3,0,5,-2,2,1,-3,0,51,-6,2,-8,-2,-4,0,0.3,-0.03999999999999998,-2,0,0.14,10,-3,6,-4,5,5,9,-1,2,-3,-19,-4,-1,10,-4,1,0,-0.30000000000000004
0.37,2021_2022,2,2022-01-08,1,Levante,0,0,0.25,1833,42,7,3,1,3,80,0,5,4,68,46,2,9,12,2,0,1.2,0,0,0.38,1882,35,13,3,4,6,77,2,4,2,35,36,2,22,23,5,0,1.2,-3,-2,0.21000000000000002,-9,-9,-8,-6,-2,0,5,-2,-1,-1,18,-24,-2,-12,3,0,-1,-2.3000000000000003,0.0,-1,-1,0.020000000000000018,-11,-19,5,-2,1,6,1,0,2,-3,-33,-23,-1,7,11,3,0,-0.09999999999999998
0.33,2021_2022,2,2022-01-08,1,Real Sociedad,1,1,0.19,2037,65,10,4,3,3,75,2,3,0,55,50,4,10,21,3,0,1.7,2,2,0.48,1972,46,7,5,2,0,75,0,3,0,53,50,7,11,14,2,0,0.4,0,0,0.010000000000000009,-18,26,2,0,-1,3,7,0,-2,-2,-23,5,0,1,7,1,-1,0.0,-0.020000000000000018,-1,1,0.25,10,-6,-5,0,-4,-1,-8,-2,0,-6,-2,-6,5,-2,9,0,0,1.4000000000000001
0.38,2021_2022,1,2022-01-08,1,Granada,0,0,0.45,1941,51,10,5,3,2,77,1,3,2,46,44,2,15,17,3,0,0.9,1,1,0.17,2139,64,13,4,9,0,88,3,3,1,37,63,3,24,20,2,0,0.6,-2,-1,-0.18000000000000005,13,11,4,1,2,1,0,0,1,1,4,12,0,-2,10,-1,0,0.5000000000000001,0.02999999999999997,0,0,-0.10000000000000003,3,6,-10,-3,0,-7,2,1,-6,0,-25,6,3,11,5,-1,0,-0.5
0.35,2021_2022,2,2022-01-08,1,Real Madrid,0,0,0.1,2280,73,14,4,5,5,87,1,9,6,83,65,2,8,19,2,0,3.9,1,0,0.56,1995,36,12,2,8,2,72,1,7,0,61,55,2,19,14,5,1,1.3,-2,-2,-0.08000000000000002,5,13,2,-3,2,3,-3,-1,9,5,8,7,1,1,3,0,0,-0.40000000000000013,-0.04999999999999999,-3,-1,-0.14,9,-11,-3,-6,4,-1,0,0,3,-2,2,25,-4,8,-7,2,0,-1.4000000000000001
0.39,2021_2022,1,2022-01-09,1,Rayo Vallecano,0,0,0.29,1929,49,5,0,2,3,82,0,2,1,64,48,3,12,13,0,0,1.2,0,0,0.32,2045,54,18,7,7,4,80,0,3,1,36,50,3,15,9,1,0,1.3,-2,-2,0.44999999999999996,8,-11,-15,-5,-9,-1,6,-1,-3,-1,8,-3,-1,0,-6,-1,0,-1.7,-0.06,-2,-1,-0.22,-10,-2,2,-1,4,-1,0,-2,-3,0,-24,-4,0,3,3,-2,0,-0.7000000000000002
0.27,2021_2022,2,2022-01-09,1,Sevilla,1,0,0.13,2155,74,14,4,9,1,90,2,8,4,57,59,2,9,4,1,0,0.7,1,1,0.6,1882,26,6,3,1,2,69,0,2,0,70,34,4,20,8,3,0,0.1,0,-1,-0.09999999999999998,-3,33,9,3,6,0,12,2,4,2,0,16,-4,-6,-9,-1,-1,0.6000000000000001,-0.03999999999999998,0,1,0.21999999999999997,10,-22,-12,0,-8,-4,-3,-1,-2,-3,0,-22,1,6,1,0,0,-0.20000000000000007
0.36,2021_2022,1,2022-01-09,1,Alaves,1,0,0.43,1846,34,19,5,10,4,59,1,2,2,58,49,3,22,9,3,0,0.5,3,2,0.21,2002,42,17,5,7,5,72,3,5,3,61,60,3,7,12,2,0,0.8,-1,-1,-0.19999999999999996,-4,-3,15,3,8,4,-19,1,0,-5,-8,-24,-2,8,-6,1,0,0.8999999999999999,0.02999999999999997,2,1,-0.09000000000000002,-5,2,2,3,1,-2,-15,2,-2,1,38,18,-2,-10,5,0,0,0.3999999999999999
0.31,2021_2022,2,2022-01-09,1,Osasuna,1,1,0.16,1913,57,15,4,5,6,82,0,4,0,71,40,2,12,7,3,1,2.2,0,0,0.53,1829,25,9,2,6,1,65,0,2,2,85,40,2,4,9,0,0,0.2,1,1,-0.030000000000000027,-10,5,4,1,0,3,9,-1,1,-4,-10,-3,0,4,-6,2,1,0.30000000000000004,0.019999999999999962,0,0,-0.08000000000000007,9,7,5,2,2,1,11,0,0,1,33,21,-7,-6,0,-1,0,0.0
0.37,2021_2022,1,2022-01-09,1,Villarreal,5,3,0.32,2097,57,17,7,5,5,86,7,6,0,40,53,3,12,9,3,0,2.1,2,1,0.3,2148,50,15,5,6,4,79,2,8,2,76,51,0,14,11,3,0,0.7,0,1,0.020000000000000004,4,-4,-7,-3,-3,-1,0,3,0,-2,-26,27,2,-4,-5,3,0,0.10000000000000009,0.04999999999999999,1,0,-0.05000000000000002,-13,-9,0,2,-2,0,-4,1,1,-4,22,-16,-2,7,-6,2,0,0.19999999999999996
0.34,2021_2022,0,2022-01-10,1,Espanyol,2,0,0.2,1930,63,15,4,4,7,86,3,5,3,70,45,0,14,18,3,0,1.3,0,0,0.47,1843,48,18,2,11,5,76,1,6,1,40,55,5,18,13,3,1,1.0,1,0,0.0,-10,15,9,1,1,7,4,2,2,1,20,1,-2,9,5,2,0,1.6,0.030000000000000027,-2,0,-0.31,-2,21,13,-1,9,5,6,-2,6,-3,-18,5,1,1,1,0,1,-0.10000000000000009
0.36,2021_2022,2,2022-01-16,1,Elche,2,2,0.45,1858,45,3,2,0,1,78,2,0,2,38,52,1,19,13,6,0,0.2,2,1,0.18,2096,59,13,3,6,4,80,1,7,0,47,66,3,13,7,0,0,0.6,2,2,0.18,14,-2,-15,0,-11,-4,2,1,-6,1,-1,-3,-4,1,0,3,-1,-0.19999999999999996,-0.019999999999999962,-3,-2,0.22,-13,2,-4,-4,1,-1,-6,-6,1,0,7,12,0,1,-2,-3,0,-1.2999999999999998
0.34,2021_2022,2,2022-01-18,1,Real Betis,1,1,0.11,2055,41,9,5,1,3,73,1,4,0,59,32,6,13,17,3,1,2.4,0,0,0.55,1848,41,12,1,5,6,62,0,7,1,83,56,2,15,11,2,0,0.3,1,1,0.15,-9,-12,-9,-2,-6,-1,-7,1,1,-1,23,-17,3,-2,8,2,1,-0.09999999999999987,0.020000000000000018,-1,0,0.02999999999999997,3,7,-7,-4,-5,2,3,-1,5,-1,25,7,-1,-7,2,-1,0,-1.2
0.36,2021_2022,1,2022-01-18,1,Cadiz,0,0,0.37,1822,40,6,1,3,2,66,0,7,1,63,28,3,13,11,2,0,0.9,1,1,0.27,1907,54,11,2,3,6,81,0,13,3,70,47,0,13,19,4,0,1.7,0,0,0.050000000000000044,5,15,-3,-1,-3,1,1,0,5,-1,-22,-11,1,9,2,2,0,0.0,-0.020000000000000018,-1,1,-0.22999999999999998,13,-9,-4,-2,-1,-1,-4,-3,8,0,0,2,0,-1,1,1,0,-0.7
0.36,2021_2022,2,2022-01-19,1,Celta Vigo,0,0,0.19,1966,58,4,0,3,1,77,0,4,1,80,47,2,18,9,3,0,1.2,2,1,0.45,1921,59,15,5,7,3,79,4,5,0,80,71,1,13,12,2,0,0.5,-2,-2,0.019999999999999962,7,12,-3,-5,1,1,2,0,1,1,26,-2,-5,7,-5,1,0,-2.2,-0.03999999999999998,1,0,-0.19999999999999998,-27,2,0,1,2,-3,-3,4,1,0,8,31,-1,1,5,-1,-1,1.3000000000000003
0.37,2021_2022,1,2022-01-19,1,Valencia,1,0,0.37,1997,32,12,7,2,3,78,0,8,0,64,44,4,24,13,3,0,0.5,1,1,0.26,2147,66,10,1,7,2,88,0,5,3,58,48,2,8,18,1,0,0.9,0,0,0.38000000000000006,-9,-3,0,5,-6,1,6,-1,1,0,3,-10,2,5,-1,-2,-1,0.6000000000000001,-0.040000000000000036,0,1,-0.06,8,-7,-4,-3,-2,1,-2,-2,-3,-1,1,-10,0,-1,14,0,0,-0.20000000000000007
0.35,2021_2022,2,2022-01-20,1,Getafe,0,0,0.23,1880,33,4,2,0,2,74,0,2,2,63,51,0,20,8,3,0,0.9,1,0,0.42,1944,35,14,4,6,4,71,0,3,2,57,34,0,9,20,2,0,0.7,-1,-1,0.09999999999999998,17,6,-2,-1,-1,0,5,0,0,2,-6,16,-4,0,0,0,0,-0.8,-0.07,1,0,0.10000000000000003,0,-16,4,-1,3,2,-5,-1,0,0,11,-9,-2,-6,3,-1,0,-0.20000000000000007
0.37,2021_2022,0,2022-01-21,1,Espanyol,2,1,0.37,1907,52,14,7,5,2,81,3,2,2,69,43,2,9,13,1,0,1.4,4,3,0.26,2060,61,18,5,8,5,79,3,8,3,62,41,2,14,13,2,0,2.4,1,0,0.07,-23,-1,3,5,2,-4,0,3,-11,-1,0,-3,2,-4,-6,-3,0,0.3999999999999999,0.019999999999999962,3,2,-0.21000000000000002,10,19,9,0,7,2,6,2,4,3,3,9,-4,1,-4,-1,-1,1.0999999999999999
0.34,2021_2022,0,2022-01-22,1,Levante,2,0,0.17,1846,43,16,8,6,2,72,1,5,0,57,52,8,20,10,3,1,1.0,2,0,0.49,1822,47,10,4,3,3,78,1,3,0,60,56,5,14,9,5,0,0.7,2,0,-0.27,-4,0,9,5,5,-1,-7,1,0,-4,-11,6,6,11,-2,1,1,0.7999999999999999,0.0,2,0,-0.16000000000000003,-7,7,4,3,0,1,12,1,-4,-1,-3,27,2,1,-2,3,0,0.7
0.31,2021_2022,2,2022-01-22,1,Villarreal,0,0,0.1,2082,50,9,4,2,3,73,1,8,5,66,48,1,15,12,3,0,1.9,0,0,0.58,1877,56,15,8,4,3,80,0,5,2,37,47,6,11,20,1,0,1.2,-2,-1,-0.14,-1,-9,-4,1,-4,-1,-7,0,1,5,19,-18,-2,2,5,3,0,-1.5,-0.010000000000000009,0,0,0.0,7,21,2,5,0,-3,2,-2,1,0,1,10,4,-11,-3,-4,0,0.3999999999999999
0.33,2021_2022,1,2022-01-22,1,Sevilla,1,1,0.17,2146,68,12,3,8,1,86,1,4,1,45,56,1,14,19,3,0,1.1,2,2,0.5,1975,47,5,3,2,0,72,1,0,0,61,53,0,14,10,1,0,0.7,0,0,0.13,-8,1,2,2,1,-1,-1,1,-1,-2,-12,8,-1,6,1,2,0,0.20000000000000007,0.09999999999999998,2,2,-0.29,-6,-11,1,3,-1,-1,-5,1,-4,-1,-18,5,-2,-4,1,-2,0,0.7999999999999999
0.3,2021_2022,2,2022-01-22,1,Atletico Madrid,2,1,0.1,2120,40,7,5,1,1,76,1,3,5,40,33,1,8,12,0,1,2.5,1,1,0.6,1998,31,10,2,2,6,68,1,4,2,60,43,3,22,14,1,1,0.7,0,0,0.21,8,-10,-8,0,-5,-3,-3,-1,-5,3,-36,-18,1,-6,1,-3,1,-1.0,0.08000000000000002,0,1,-0.19000000000000006,2,-1,-2,-5,0,3,-9,1,-4,2,-4,-1,-1,-2,1,-2,1,-0.8
0.37,2021_2022,0,2022-01-23,1,Granada,2,1,0.29,1931,50,7,4,2,1,73,1,8,1,50,27,0,10,15,4,0,0.7,0,0,0.34,1912,52,9,0,2,7,77,0,5,0,50,46,1,11,14,2,0,2.1,1,1,-0.030000000000000027,3,15,-7,0,-4,-3,1,1,5,-1,-7,-7,0,1,-5,2,0,-0.20000000000000007,-0.030000000000000027,-2,-1,0.29000000000000004,8,-7,-6,-5,-5,4,-2,-4,0,0,-30,-24,0,-2,2,0,0,-1.7000000000000002
0.31,2021_2022,1,2022-01-23,1,Real Sociedad,1,1,0.15,2058,41,12,3,6,3,70,4,6,2,53,52,0,10,17,3,0,0.8,4,1,0.54,1893,49,12,4,6,2,74,1,4,1,77,72,2,15,10,3,0,0.3,0,0,-0.06,4,-23,2,-1,3,0,-4,2,3,2,-1,1,-4,0,-4,0,0,0.7999999999999999,-0.019999999999999962,4,1,-0.37,-2,16,8,2,6,0,0,1,2,-1,14,21,2,-5,2,0,0,0.8
0.35,2021_2022,0,2022-01-23,1,Rayo Vallecano,1,0,0.32,1940,58,17,7,8,2,82,2,6,3,46,67,4,18,12,1,0,2.0,0,0,0.33,2020,58,10,2,3,5,75,0,5,2,58,43,1,11,13,0,0,0.4,1,0,-0.33,3,8,12,7,6,-1,0,2,4,2,-18,19,1,6,-1,1,0,1.0999999999999999,0.10000000000000003,-3,-2,-0.07999999999999999,17,15,-7,-3,-4,0,3,-3,0,-1,-2,-16,-2,4,1,-2,0,-0.5999999999999999
0.35,2021_2022,0,2022-01-23,1,Alaves,0,0,0.52,1843,38,9,2,3,4,63,0,3,5,33,58,1,14,14,0,0,0.6,1,0,0.14,2119,64,13,1,8,4,85,1,2,3,81,65,3,21,9,3,1,1.5,0,0,0.12000000000000005,2,-3,-3,1,-2,-2,0,0,-4,4,-50,1,-1,-1,3,-2,0,-0.2,-0.019999999999999962,0,-1,-0.06999999999999998,6,0,0,-3,-1,4,-2,-2,-1,2,43,2,0,-3,-11,1,1,-0.7000000000000001
0.32,2021_2022,2,2022-02-04,1,Getafe,0,0,0.2,1899,29,9,2,3,4,60,0,2,0,65,53,3,13,14,1,0,0.8,0,0,0.47,1826,66,15,8,5,2,83,1,8,5,44,40,0,15,16,4,0,0.5,-4,-1,0.31000000000000005,13,-20,-3,-2,-3,2,-13,-1,-2,-1,-12,-19,1,-2,4,-2,0,-0.6000000000000001,-0.03999999999999998,-2,0,-0.07999999999999999,13,22,-1,0,-1,0,10,0,3,5,-12,-11,-8,-5,6,1,-1,-0.19999999999999996
0.35,2021_2022,2,2022-02-05,1,Elche,2,1,0.27,1878,35,3,2,1,0,78,2,3,0,60,27,6,14,9,1,0,0.9,0,0,0.38,1838,24,6,2,3,1,61,1,1,3,75,57,3,16,7,0,0,0.9,1,1,0.16999999999999998,11,-13,-2,0,-2,0,6,2,0,-4,0,-24,2,2,-5,-3,0,0.39999999999999997,-0.02999999999999997,0,0,-0.030000000000000027,-5,-14,-3,0,0,-3,-1,1,-2,-2,41,0,2,2,-7,0,0,0.3
0.35,2021_2022,2,2022-02-05,1,Real Mallorca,0,0,0.19,1866,43,8,2,3,3,78,3,6,3,61,44,4,12,12,0,1,2.3,2,1,0.47,1838,34,8,2,4,2,68,1,2,1,77,59,8,16,15,6,0,0.8,0,0,0.19999999999999996,-5,-12,-7,-6,-1,0,-2,3,1,1,23,-3,-2,1,-8,-1,1,0.0,-0.06,0,1,0.12,0,-13,-2,-2,1,-1,-10,0,-1,1,17,2,3,2,6,1,0,-0.20000000000000007
0.35,2021_2022,2,2022-02-05,1,Celta Vigo,2,2,0.2,1982,34,6,4,1,1,68,0,0,1,60,62,2,16,11,4,0,0.7,0,0,0.45,1935,67,29,3,15,11,79,0,9,2,66,53,2,8,19,1,0,0.8,0,0,0.31,9,-12,1,1,-1,1,-3,-1,0,1,-1,9,2,2,1,3,0,-0.5,-0.02999999999999997,-1,0,0.030000000000000027,11,9,12,-4,7,9,-2,-2,3,-1,20,-14,-2,-10,7,0,0,0.8
0.36,2021_2022,1,2022-02-05,1,Osasuna,2,0,0.4,1932,44,16,7,9,0,67,4,3,4,26,53,2,15,12,2,0,0.4,2,0,0.24,2139,65,16,5,9,2,83,0,7,0,77,37,2,11,16,1,0,1.3,2,0,-0.10999999999999999,-9,-8,7,7,7,-7,-9,4,-2,4,-23,6,1,4,-2,0,0,1.6,0.010000000000000009,1,-1,-0.09,-1,-3,4,2,1,1,-2,-1,3,-1,32,-19,1,-3,-3,-2,0,0.20000000000000007
0.37,2021_2022,1,2022-02-06,1,Valencia,2,2,0.33,1998,34,7,3,3,1,59,1,4,0,56,36,3,22,13,6,0,1.1,0,0,0.3,2029,70,9,3,4,2,82,1,7,3,64,46,2,17,12,1,0,0.4,1,1,0.22999999999999998,1,3,-3,1,1,-5,-8,0,0,-2,-3,-6,0,0,-1,5,-1,0.19999999999999996,-0.07,-1,-1,-0.04000000000000001,21,29,-3,0,-2,-1,11,-3,1,1,10,-5,2,7,-5,-2,0,-0.8999999999999999
