draw_bet365_probs,season,fulltime_result,date,is_home,team,team_fulltime_goals,team_halftime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_shots_off_target,team_blocked,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_tackles_percent,team_aerial_duels,team_saves,team_fouls_committed,team_fouls_won,team_yellow_cards,team_red_cards,team_xg,opponent_fulltime_goals,opponent_halftime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_shots_off_target,opponent_blocked,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_tackles_percent,opponent_aerial_duels,opponent_saves,opponent_fouls_committed,opponent_fouls_won,opponent_yellow_cards,opponent_red_cards,opponent_xg,fd_team_fulltime_goals,fd_team_halftime_goals,fd_team_win_bet365_probs,fd_team_pre_rating,fd_team_possession,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_blocked,fd_team_passing_percent,fd_team_clear_cut_chances,fd_team_corners,fd_team_offsides,fd_team_tackles_percent,fd_team_aerial_duels,fd_team_saves,fd_team_fouls_committed,fd_team_fouls_won,fd_team_yellow_cards,fd_team_red_cards,fd_team_xg,fd_draw_bet365_probs,fd_opponent_fulltime_goals,fd_opponent_halftime_goals,fd_opponent_win_bet365_probs,fd_opponent_pre_rating,fd_opponent_possession,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_blocked,fd_opponent_passing_percent,fd_opponent_clear_cut_chances,fd_opponent_corners,fd_opponent_offsides,fd_opponent_tackles_percent,fd_opponent_aerial_duels,fd_opponent_saves,fd_opponent_fouls_committed,fd_opponent_fouls_won,fd_opponent_yellow_cards,fd_opponent_red_cards,fd_opponent_xg
0.31,2021_2022,0,2022-04-17,0,Espanyol,1,0,0.59,1914,46,11,2,6,3,81,2,2,0,36,63,6,12,20,4,0,0.7,0,0,0.1,2148,67,9,1,3,5,82,0,6,1,48,62,2,11,14,4,0,1.2,1,0,-0.19,-4,14,3,0,1,2,2,1,2,0,-40,34,1,-1,3,0,0,0.9,0.020000000000000018,-4,-1,0.13,-2,18,-5,-7,-2,4,6,-3,-2,-2,-24,10,2,1,2,3,0,-2.5
0.35,2021_2022,2,2022-04-17,0,Celta Vigo,0,0,0.48,1963,53,10,5,1,4,82,0,3,4,55,36,1,21,12,1,0,0.4,1,1,0.17,2031,39,12,6,2,4,74,3,2,0,62,42,4,15,17,3,0,0.5,-1,0,-0.10999999999999999,-5,-1,-1,0,-2,1,-4,-2,-6,3,5,1,-3,5,0,-2,0,-0.8,-0.010000000000000009,-1,0,0.24,4,-8,-4,0,-5,1,-2,1,-5,-1,-17,-7,3,1,2,1,0,-0.09999999999999987
0.39,2021_2022,2,2022-04-17,0,Real Madrid,2,1,0.27,2271,68,26,8,8,10,90,1,10,2,55,45,0,13,10,2,0,1.2,4,1,0.34,2107,73,16,8,7,1,87,4,14,1,42,62,3,7,7,3,0,0.9,0,0,-0.1,33,23,14,2,4,8,3,0,7,0,-6,-19,-4,1,-6,2,0,-1.2999999999999998,-0.07,4,1,-0.42000000000000004,-5,28,8,5,4,-1,2,4,12,0,-7,18,-2,-1,-4,0,0,2.3
0.29,2021_2022,2,2022-04-18,0,Cadiz,1,0,0.66,1862,39,10,4,4,2,68,0,8,2,60,60,0,18,10,1,0,1.7,3,0,0.05,2190,63,14,7,4,3,89,1,3,4,41,68,3,7,8,1,0,1.2,1,0,-0.09999999999999998,6,-9,6,1,3,2,-3,0,5,-2,5,1,-1,0,0,-3,-1,1.2,0.02999999999999997,2,0,0.009999999999999995,2,8,-5,1,-6,0,0,-1,-6,2,-11,12,0,-5,1,-2,0,-0.7
0.35,2021_2022,0,2022-04-19,0,Alaves,1,0,0.44,1834,38,11,5,5,1,57,0,2,0,64,64,3,10,8,2,0,0.6,0,0,0.21,1841,47,13,2,6,5,78,1,1,2,50,38,0,13,16,3,0,0.8,1,0,-0.14,-5,3,3,3,-1,1,0,-1,-1,0,-4,27,0,4,-3,1,0,0.0,0.019999999999999962,-1,0,-0.08999999999999997,16,15,3,-1,0,4,9,1,0,2,-23,1,-1,-1,5,2,0,0.3999999999999999
0.35,2021_2022,2,2022-04-19,0,Elche,3,1,0.52,1874,52,6,2,3,1,78,2,2,2,27,61,2,17,13,2,0,0.6,0,0,0.13,2080,43,9,2,6,1,81,0,1,3,61,64,2,7,17,4,0,1.2,2,0,-0.10999999999999999,-8,2,-4,1,-3,-2,-2,1,-6,1,-28,28,-2,2,3,-1,0,1.0,-0.020000000000000018,-2,0,0.13,7,-17,-1,-1,1,-1,0,0,-3,-1,-3,24,0,-3,-1,2,0,-0.8
0.37,2021_2022,0,2022-04-19,0,Valencia,1,0,0.51,1987,52,11,4,5,2,68,0,9,2,60,40,1,11,22,2,0,0.3,2,2,0.11,2149,59,11,6,3,2,85,4,6,2,22,40,4,6,16,0,0,2.4,0,0,-0.13,-1,8,5,2,2,1,3,-1,5,2,5,-15,-2,-6,11,-2,0,0.8,-0.020000000000000018,1,2,0.02999999999999997,5,0,0,1,0,-1,0,3,-1,1,-23,-17,-1,-11,3,-2,0,1.4000000000000001
0.32,2021_2022,1,2022-04-20,0,Granada,1,0,0.6,1849,53,16,4,7,5,81,3,13,0,68,45,4,10,9,3,1,0.2,2,0,0.08,2151,51,10,3,3,4,81,2,6,2,60,43,4,18,10,3,1,1.1,-1,-1,-0.28,-4,26,1,-1,-1,3,12,2,10,-1,6,8,0,3,2,1,1,0.09999999999999998,0.04999999999999999,2,0,-0.10999999999999999,-12,-15,1,2,0,-1,-1,2,0,1,12,-19,2,7,-4,-1,1,0.7
0.34,2021_2022,2,2022-04-20,0,Getafe,1,0,0.42,1895,40,12,5,3,4,78,1,6,3,63,60,4,17,5,2,0,1.1,2,2,0.24,1985,50,6,4,2,0,80,1,4,1,56,46,2,15,13,2,0,0.4,1,0,-0.22999999999999998,-2,8,4,5,-1,0,6,1,4,3,-26,5,-2,6,-7,0,0,0.5,0.04999999999999999,2,2,0.16999999999999998,-9,-3,-4,-1,1,-4,-2,1,1,-3,1,10,1,-6,1,1,0,-0.4
0.37,2021_2022,2,2022-04-21,0,Rayo Vallecano,0,0,0.36,1872,61,20,3,8,9,75,1,12,0,75,35,4,9,10,3,1,0.6,1,0,0.27,1911,48,11,5,3,3,83,1,3,2,88,56,1,12,16,5,0,0.4,-1,0,0.08000000000000002,1,5,9,-1,4,6,3,1,7,-4,12,-8,3,-4,-5,0,1,0.4,-0.010000000000000009,0,0,0.26999999999999996,9,1,0,3,-3,0,1,-1,1,2,52,-7,-5,0,-4,1,0,-0.6000000000000001
0.34,2021_2022,2,2022-04-21,0,Athletic Bilbao,0,0,0.26,2009,50,10,2,3,5,76,1,5,2,100,53,2,13,15,2,0,1.6,1,0,0.39,1880,24,6,4,2,0,60,3,1,5,60,53,6,9,14,1,0,3.1,-1,-1,-0.17999999999999997,5,10,-2,-4,1,1,2,-2,3,2,37,10,-2,-2,-2,-1,0,-1.3,-0.040000000000000036,0,0,0.28,-7,-14,-4,0,-2,-2,-7,3,-7,3,0,-6,6,-9,4,0,0,0.3999999999999999
0.38,2021_2022,2,2022-04-21,0,Barcelona,0,0,0.23,2172,75,18,6,7,5,89,2,8,0,78,46,3,16,9,4,0,1.1,0,0,0.38,2041,57,9,2,3,4,85,1,8,7,50,35,2,17,7,3,1,0.8,-3,0,-0.06999999999999999,-17,11,4,-1,3,2,0,1,5,-4,37,-22,0,9,1,3,0,0.0,-0.11000000000000004,-2,-2,0.010000000000000009,8,7,-8,-4,-4,0,6,-1,-1,4,-13,-32,2,5,-8,0,1,-0.7999999999999999
0.33,2021_2022,2,2022-04-24,0,Rayo Vallecano,1,1,0.6,1886,42,13,2,8,3,78,1,10,1,66,53,2,18,14,4,0,0.3,1,1,0.08,2181,44,10,1,8,1,77,3,3,5,52,60,5,9,12,2,0,1.7,1,1,0.02999999999999997,-9,-19,-7,-1,0,-6,2,0,-2,1,-8,17,-2,9,4,1,-1,-0.4,0.010000000000000009,1,1,0.18,-18,-30,-8,-5,1,-4,-11,1,-5,5,-26,13,2,-7,3,-2,0,-0.09999999999999987
0.39,2021_2022,0,2022-04-30,0,Villarreal,2,2,0.23,2148,57,12,5,3,4,88,5,3,4,75,36,1,14,11,2,0,1.3,1,0,0.38,1827,60,12,4,3,5,77,0,6,3,60,60,1,15,24,6,0,2.4,0,0,-0.18,6,-2,1,-1,0,2,3,1,-3,2,52,-3,-3,8,-5,2,0,-0.30000000000000027,0.010000000000000009,0,0,0.13,9,21,1,-1,-2,4,19,0,4,3,-4,-4,-2,5,16,4,0,0.09999999999999998
0.39,2021_2022,1,2022-04-30,0,Levante,2,1,0.36,1870,45,15,6,5,4,75,2,10,4,50,55,3,9,10,1,0,1.3,0,0,0.25,1984,42,5,1,2,2,83,0,2,1,54,63,3,12,14,3,0,0.5,-2,0,0.03999999999999998,23,-1,-2,-2,1,-1,-1,-5,8,3,-16,1,0,0,1,-1,0,-1.1999999999999997,-0.010000000000000009,-1,0,0.27,-14,-10,-6,-3,-3,0,14,0,-7,-1,-5,22,2,1,-8,1,0,-1.0
0.35,2021_2022,0,2022-04-30,0,Atletico Madrid,0,0,0.3,2143,63,22,1,11,10,81,1,11,1,50,57,2,9,12,4,0,0.7,3,3,0.35,2018,41,9,7,2,0,71,1,1,3,60,40,8,15,9,4,1,1.3,-2,0,-0.020000000000000004,3,12,12,-2,8,6,0,-1,5,-1,-10,14,-2,-9,2,1,-1,-0.09999999999999987,0.010000000000000009,3,3,0.09,-22,-8,-1,5,-1,-5,-5,0,-4,1,-40,-13,6,2,-6,2,1,1.1
0.37,2021_2022,1,2022-05-01,0,Osasuna,1,1,0.31,1954,34,12,3,4,5,80,0,3,1,42,61,8,13,6,1,0,1.1,1,0,0.32,1891,35,9,1,4,4,75,1,3,5,64,46,3,14,9,3,0,0.6,-1,1,0.07,14,-12,3,0,-1,4,13,0,-2,-4,-40,1,5,-9,-3,-1,0,0.0,0.010000000000000009,-2,-1,0.21000000000000002,12,-17,3,-1,1,3,-2,-1,1,3,37,-14,1,-3,-4,1,0,-1.0
0.37,2021_2022,1,2022-05-01,0,Celta Vigo,0,0,0.3,1963,71,9,2,5,2,82,0,2,1,76,34,1,13,11,2,0,1.1,0,0,0.32,1857,36,7,2,4,1,73,0,1,1,50,42,1,12,9,5,0,0.7,-2,-2,-0.24,22,21,3,-2,3,2,2,-1,-2,0,20,-12,-1,-2,-2,0,0,0.0,-0.009999999999999953,-1,0,0.32999999999999996,-23,-17,-9,-2,-3,-4,-8,-3,-12,1,-18,-3,-3,2,0,2,-1,-0.8
0.35,2021_2022,1,2022-05-01,0,Real Sociedad,0,0,0.27,2032,55,8,5,2,1,83,1,5,0,26,40,0,12,9,1,0,0.7,1,1,0.38,1904,28,3,1,1,1,67,0,1,2,60,28,4,15,8,6,0,1.4,0,0,0.15,-2,-1,-1,3,-1,-3,-1,0,-3,-7,-23,4,-2,-5,2,-2,-1,-0.09999999999999998,-0.010000000000000009,0,0,0.24,14,-13,-10,-1,-7,-2,-10,-1,-9,1,-6,-24,2,-3,-6,2,0,-0.3
0.35,2021_2022,0,2022-05-01,0,Real Mallorca,2,2,0.57,1848,40,5,3,1,1,67,1,0,1,40,40,4,25,13,2,0,1.0,0,0,0.08,2163,71,18,5,7,6,86,0,9,6,60,71,0,9,15,4,0,1.2,2,2,-0.13000000000000003,-12,-7,-8,1,-5,-4,-10,0,-1,-1,-10,1,4,12,-3,-1,0,-0.7,0.0,-1,-1,-0.15000000000000002,9,26,8,4,-1,5,8,-3,6,1,7,11,-5,0,3,2,0,0.5999999999999999
0.36,2021_2022,1,2022-05-02,0,Real Betis,0,0,0.32,2061,64,18,3,10,5,85,0,2,4,62,53,0,9,14,2,1,0.2,2,1,0.32,1917,28,6,3,2,1,57,2,1,1,72,65,2,13,12,5,0,0.7,0,0,-0.25,2,21,9,1,4,4,4,0,1,1,1,-10,-2,2,-3,-2,1,0.7,-0.040000000000000036,1,1,0.06,-6,-11,-6,-2,-1,-3,-21,1,-5,-2,9,5,-2,-4,7,3,0,0.20000000000000007
0.4,2021_2022,0,2022-05-06,0,Real Sociedad,1,1,0.23,2031,56,8,3,1,4,82,1,5,0,42,51,6,7,15,1,0,2.1,1,0,0.37,1875,68,24,6,9,9,80,1,7,0,36,61,0,21,11,3,0,2.1,1,1,-0.10999999999999999,-9,0,0,-2,-1,3,-1,0,0,0,16,11,6,-5,6,0,0,-0.10000000000000009,-0.030000000000000027,-1,-1,-0.020000000000000018,-7,23,9,0,4,5,4,-1,-3,-4,-13,6,-3,12,1,2,0,-1.4000000000000001
0.33,2021_2022,1,2022-05-07,0,Valencia,1,1,0.54,1979,31,6,1,4,1,58,1,1,0,76,38,5,11,20,4,1,0.1,2,1,0.13,2034,43,11,4,5,2,79,0,5,2,44,70,3,18,15,3,0,1.3,1,1,-0.26,-3,-10,1,0,2,-1,-25,1,-1,-1,22,-25,2,-1,6,1,1,0.2,0.020000000000000018,-1,-2,0.08999999999999997,9,1,2,-3,3,2,7,-1,4,-1,-15,30,-5,3,6,-1,-1,-0.30000000000000004
0.41,2021_2022,2,2022-05-07,0,Barcelona,2,1,0.25,2165,70,17,5,7,5,87,1,5,6,64,48,1,13,11,2,0,1.2,0,0,0.34,2060,65,9,4,2,3,83,1,4,5,69,58,2,13,13,1,0,0.7,2,1,0.0,-18,0,-1,0,0,-1,1,1,-4,0,4,-23,1,4,-4,-2,0,-0.5,0.019999999999999962,0,0,0.19,-19,0,-9,1,-8,-2,-1,1,2,1,6,4,2,4,-1,-1,-1,-1.0
0.33,2021_2022,1,2022-05-08,0,Rayo Vallecano,1,0,0.45,1905,43,13,7,3,3,78,0,8,0,50,48,2,15,7,2,0,0.7,0,0,0.22,1918,34,13,2,5,6,68,1,2,1,69,41,4,13,13,1,0,0.6,0,-1,-0.21999999999999997,18,14,10,6,2,2,10,0,7,-2,-10,19,-2,0,-1,-4,0,1.0999999999999999,0.019999999999999962,-2,-1,-0.09999999999999998,22,6,7,-1,3,5,11,-1,1,0,-3,-24,2,0,1,-4,0,-0.40000000000000013
0.38,2021_2022,1,2022-05-08,0,Sevilla,3,2,0.36,2099,54,13,6,5,2,79,4,4,2,66,44,4,12,8,5,0,0.8,1,0,0.26,2123,67,16,6,6,4,85,1,8,5,27,47,2,5,13,2,0,2.2,1,0,-0.11000000000000001,-8,14,6,4,1,1,-6,2,4,1,2,9,1,1,1,2,0,0.9,-0.010000000000000009,-1,-2,0.12000000000000001,-1,9,4,1,3,0,-3,-4,5,1,-47,11,1,-9,2,0,0,-1.0999999999999999
0.37,2021_2022,1,2022-05-08,0,Osasuna,1,0,0.36,1955,43,9,3,5,1,75,0,4,1,66,52,3,18,12,2,0,0.6,0,0,0.26,1895,41,20,6,9,5,89,2,9,1,64,41,1,6,11,0,0,0.6,0,-1,-0.16999999999999998,-7,8,-3,0,1,-4,-5,0,1,0,23,-9,-5,5,6,1,0,0.0,0.010000000000000009,0,0,0.22999999999999998,-14,-15,14,4,6,4,4,1,6,0,-10,-5,0,-8,-7,-4,0,0.9
0.38,2021_2022,0,2022-05-08,0,Real Madrid,4,2,0.38,2299,58,11,5,5,1,92,5,6,2,84,58,6,11,6,2,0,1.1,0,0,0.23,2127,56,9,3,3,3,79,0,3,1,66,30,3,15,18,2,0,2.3,1,0,-0.04000000000000001,-2,-7,-12,-6,0,-6,2,1,2,0,15,19,4,4,-6,-1,0,-2.7,0.020000000000000018,0,0,0.21999999999999997,-8,-7,-13,2,-8,-7,-2,-1,-8,0,16,-27,1,6,6,-2,0,-0.40000000000000013
0.39,2021_2022,2,2022-05-10,0,Real Betis,1,0,0.25,2050,42,14,5,4,5,78,0,4,1,61,47,3,16,16,1,0,1.6,0,0,0.36,1983,41,4,1,2,1,67,0,2,0,53,38,5,22,12,2,1,1.2,1,0,0.020000000000000018,-1,-22,5,1,2,2,-4,-1,0,-4,-7,-11,1,3,3,0,0,0.49999999999999994,0.04999999999999999,-1,-1,0.29000000000000004,-5,9,-2,0,-2,0,8,-1,1,0,-23,0,0,11,-8,-2,0,-0.4
0.38,2021_2022,0,2022-05-10,0,Athletic Bilbao,0,0,0.26,2030,58,10,5,5,0,78,4,4,3,64,61,1,13,21,4,0,0.3,6,1,0.37,1880,41,14,7,3,4,61,1,5,2,58,42,6,13,9,2,0,0.9,-2,-1,-0.21999999999999997,16,15,-1,1,0,-2,-1,4,-1,1,20,-8,-2,-5,6,1,0,0.0,-0.019999999999999962,5,1,0.09999999999999998,0,0,-1,1,-3,1,-1,0,0,2,6,-17,2,2,-3,1,0,0.9000000000000001
0.4,2021_2022,0,2022-05-10,0,Celta Vigo,4,2,0.48,1971,66,15,8,6,1,86,4,7,2,42,36,1,7,7,1,0,0.7,2,0,0.12,2175,57,11,5,3,3,87,1,8,5,57,52,4,18,16,2,0,1.1,3,2,-0.09999999999999998,0,8,2,2,0,0,15,2,3,1,-23,-3,-4,-6,-3,-2,0,0.7999999999999998,-0.020000000000000018,0,-1,0.16999999999999998,2,-12,-6,0,-4,-2,0,0,3,-1,-7,4,3,5,5,0,0,0.0
0.38,2021_2022,0,2022-05-11,0,Espanyol,1,0,0.39,1894,50,12,3,5,4,79,0,6,1,54,54,3,6,15,1,0,0.9,0,0,0.23,1835,33,3,1,2,0,74,0,1,0,70,63,4,7,6,2,1,2.6,1,0,-0.24,-2,8,-8,-3,-4,-1,-9,-2,-3,0,-9,13,2,0,4,1,0,-0.7000000000000001,-0.010000000000000009,-2,-2,0.07,16,0,-8,-4,-4,0,4,-3,-4,-1,-9,11,-1,-7,1,-3,1,-1.9
0.34,2021_2022,1,2022-05-11,0,Getafe,0,0,0.35,1915,43,12,6,4,2,73,0,4,0,62,54,1,20,14,3,0,0.3,1,1,0.31,1956,49,12,5,6,1,78,1,6,1,55,45,2,15,4,3,0,0.6,0,0,-0.1,1,9,-1,4,-1,-4,4,-1,2,-1,-6,12,-3,7,1,2,0,-0.09999999999999998,-0.02999999999999997,0,1,0.04999999999999999,1,6,3,2,1,0,2,1,2,0,-11,-6,-1,-3,-8,1,0,-0.5000000000000001
0.32,2021_2022,2,2022-05-11,0,Atletico Madrid,1,1,0.15,2139,41,16,2,10,4,82,2,4,2,64,34,6,17,7,2,0,1.9,0,0,0.53,1877,44,4,2,1,1,76,0,1,1,63,56,4,13,18,0,1,0.2,1,1,-0.06999999999999998,-16,-15,7,-1,7,1,3,2,1,1,-2,4,3,2,-11,0,0,1.5999999999999999,0.030000000000000027,-1,0,0.15999999999999998,-1,-12,-7,-2,-3,-2,-4,-1,-6,-1,13,8,2,0,2,-4,1,-0.5
0.33,2021_2022,0,2022-05-12,0,Cadiz,3,0,0.51,1891,55,17,7,5,5,84,2,8,5,87,43,2,18,12,1,0,0.7,1,0,0.15,2019,64,21,6,11,4,83,4,6,3,47,58,5,11,10,3,0,3.0,1,0,-0.23,-2,-3,-10,-1,-10,1,4,1,4,3,37,-16,-2,9,-2,-2,0,-1.3,0.019999999999999962,0,-1,-0.04000000000000001,-1,8,13,3,10,0,1,3,1,3,4,6,-1,4,-5,2,0,1.4000000000000001
0.39,2021_2022,2,2022-05-12,0,Villarreal,1,0,0.18,2120,53,14,7,4,3,82,3,4,2,63,38,1,14,15,3,0,2.4,0,0,0.43,1908,56,12,1,9,2,80,1,5,4,53,45,6,14,18,4,0,1.8,0,0,0.03,-25,-13,-2,1,-2,-1,-3,2,-4,-3,36,-9,-1,9,2,1,0,0.9000000000000001,-0.010000000000000009,-1,0,0.07,1,12,-1,-6,6,-1,2,1,-3,4,3,-2,4,-1,11,2,0,-0.7
0.43,2021_2022,0,2022-05-12,0,Levante,2,0,0.45,1887,35,16,7,3,6,74,1,7,2,47,41,4,10,10,2,0,1.0,0,0,0.12,2287,59,15,6,6,3,85,1,6,0,61,65,1,7,17,4,0,3.5,1,0,0.010000000000000009,5,-33,-8,1,-6,-3,-5,0,0,2,11,-19,4,-11,-1,-1,0,0.8,0.010000000000000009,-4,-2,0.26,22,0,4,1,1,2,-6,-4,0,-2,-23,7,-5,-4,11,2,0,-0.7
0.39,2021_2022,1,2022-05-14,0,Valencia,0,0,0.32,1964,44,19,5,6,8,79,1,7,6,66,47,2,17,11,1,0,1.6,1,1,0.29,1885,54,5,3,1,1,76,0,3,1,61,29,7,15,11,1,1,0.7,0,0,-0.18000000000000005,4,3,15,4,4,7,12,1,5,6,13,8,-3,-5,-1,-1,-1,1.0999999999999999,0.06,0,1,0.13,-1,3,-7,0,-4,-3,-3,0,-3,0,7,-25,4,9,-4,0,1,0.30000000000000004
0.36,2021_2022,0,2022-05-15,0,Osasuna,1,1,0.51,1952,67,12,1,5,6,78,0,7,4,57,57,0,10,16,2,0,0.9,0,0,0.13,2019,59,8,1,6,1,71,0,7,2,35,48,1,11,19,0,1,1.1,0,0,-0.04999999999999999,1,18,0,-4,-1,5,0,-1,1,3,1,12,-2,-5,12,-1,0,0.0,-0.02999999999999997,0,0,0.13,-4,0,-2,-4,1,1,-6,-4,3,-1,-29,-12,0,-2,-2,-4,1,-1.0
0.34,2021_2022,1,2022-05-15,0,Sevilla,0,0,0.41,2094,72,18,4,9,5,88,2,6,3,50,51,2,11,16,4,0,0.7,2,1,0.25,2147,44,11,6,5,0,78,4,3,8,52,33,0,7,15,2,0,1.2,-1,0,-0.21999999999999997,3,25,11,2,5,4,12,1,4,-1,-6,-10,-4,-4,2,4,0,0.7,-0.020000000000000018,1,0,-0.08000000000000002,12,3,-5,4,-5,-4,-3,2,-1,6,-11,-1,-6,-10,8,0,0,-0.3999999999999999
0.37,2021_2022,0,2022-05-15,0,Granada,1,1,0.51,1891,40,12,2,7,3,62,1,2,3,61,51,3,20,11,4,0,1.1,3,0,0.13,2069,55,9,5,2,2,80,2,3,3,53,52,5,11,17,3,0,2.3,-5,0,-0.04999999999999999,23,0,-2,-5,4,-1,0,0,-3,1,2,8,-3,7,2,2,0,-0.7000000000000001,0.010000000000000009,2,0,-0.09000000000000002,-10,13,-5,0,-2,-3,1,2,-1,2,-7,5,2,-5,1,2,0,0.9000000000000001
0.35,2021_2022,0,2022-05-15,0,Elche,0,0,0.5,1869,56,9,0,4,5,82,0,6,1,52,66,3,16,6,2,0,0.5,1,0,0.15,1967,46,13,5,3,5,83,1,8,3,70,57,1,6,17,0,1,2.1,0,0,0.050000000000000044,-13,11,5,-2,3,4,6,0,5,0,-10,10,-1,3,-12,2,-1,0.1,-0.03999999999999998,-3,-2,0.27999999999999997,8,-20,-2,-3,-3,4,-3,-3,1,1,27,21,0,-1,10,-1,1,-1.2
0.36,2021_2022,1,2022-05-15,0,Barcelona,3,2,0.23,2179,53,10,4,5,1,87,2,2,1,53,42,4,18,6,3,0,0.2,1,1,0.41,1919,32,6,0,3,3,55,1,2,1,66,42,0,17,10,4,1,0.3,1,2,-0.13,10,-3,-1,-1,2,-2,0,1,-6,-4,-3,-10,0,0,-10,1,0,-0.09999999999999987,-0.009999999999999953,1,1,0.12999999999999998,-3,-11,-6,-6,-1,1,-18,1,-2,1,4,-12,-1,-3,-4,1,1,-0.3
0.32,2021_2022,0,2022-05-15,0,Rayo Vallecano,1,1,0.55,1895,56,17,3,6,8,85,1,9,3,61,64,3,13,9,5,0,1.2,0,0,0.13,1831,27,10,2,4,4,66,0,3,0,45,48,3,18,11,6,0,0.8,1,1,-0.020000000000000018,3,0,5,2,-3,6,4,0,4,-1,8,19,-3,-1,-9,1,0,1.1,0.06,-2,-1,0.29000000000000004,-23,-31,-8,-6,-2,0,-7,-1,-2,-3,4,-8,2,7,-1,3,0,-0.7999999999999999
0.4,2021_2022,2,2022-05-15,0,Real Sociedad,3,1,0.37,2026,52,13,7,4,2,81,2,2,1,60,66,1,13,10,4,0,2.1,5,4,0.23,2133,44,11,8,3,0,82,4,3,1,57,35,2,10,12,2,0,0.7,2,1,-0.08000000000000002,-12,-12,-8,1,-7,-2,-2,-2,-4,-2,12,8,-4,2,0,1,0,0.8999999999999999,-0.07,4,4,-0.08000000000000002,-3,-9,-3,1,-1,-3,0,1,-1,-1,-6,-3,1,-4,-3,-1,0,0.19999999999999973
0.38,2021_2022,0,2022-05-21,0,Celta Vigo,1,1,0.3,1972,48,14,5,4,5,75,1,8,5,50,37,1,11,11,2,0,0.9,1,1,0.32,1965,51,18,5,9,4,80,1,3,0,60,28,2,15,18,1,0,1.5,0,1,-0.32999999999999996,-4,2,1,0,1,0,-8,0,0,2,-20,-19,0,5,-6,2,-1,1.4000000000000001,-0.050000000000000044,1,1,-0.03999999999999998,-19,7,-1,0,3,-4,1,0,-4,-6,-6,-19,0,-2,7,0,0,0.40000000000000013
0.33,2021_2022,0,2022-05-22,0,Getafe,0,0,0.31,1923,28,9,3,3,3,78,0,5,1,62,57,1,9,7,1,0,1.3,0,0,0.36,1864,51,10,1,7,2,75,0,5,4,57,62,3,12,9,2,0,2.7,-1,-1,0.06,4,-3,3,3,0,0,23,-1,3,0,-4,15,1,-8,-3,-3,-1,0.0,0.019999999999999962,0,0,-0.030000000000000027,-8,-4,1,1,3,-3,-7,0,-1,3,4,-4,0,-4,3,0,0,0.3
0.38,2021_2022,2,2022-05-22,0,Cadiz,1,1,0.19,1891,38,21,7,9,5,81,2,10,1,61,50,6,13,9,6,0,1.8,1,1,0.43,1835,36,6,2,3,1,66,1,4,4,68,61,2,10,19,5,1,0.4,1,1,-0.14,-7,-9,7,6,0,1,6,2,-2,-6,-10,16,2,2,-3,4,0,2.0,0.03999999999999998,-1,0,0.01999999999999999,9,-9,-21,-7,-11,-3,-8,-3,-8,2,8,-9,0,-1,6,2,1,-2.1
0.38,2021_2022,2,2022-05-22,0,Real Mallorca,2,1,0.25,1840,45,12,5,4,3,76,1,5,1,73,45,3,13,5,1,0,1.2,0,0,0.37,1944,55,8,1,2,5,79,1,6,0,80,30,6,14,5,0,0,0.8,2,1,-0.37,8,17,2,3,0,-1,9,1,2,1,27,-3,0,-5,-6,-5,0,0.20000000000000007,-0.03999999999999998,-1,-1,0.2,-4,-12,-4,0,-3,-1,1,1,-1,-4,22,-27,6,4,-11,-2,0,0.30000000000000004
0.44,2021_2022,2,2022-05-22,0,Villarreal,1,1,0.33,2118,48,10,4,4,2,76,1,4,3,63,45,5,12,14,4,0,0.8,0,0,0.23,2175,71,5,1,2,2,92,0,5,1,28,42,3,8,9,2,0,0.6,-4,-3,0.05000000000000002,13,4,-1,-4,1,2,-6,-3,1,2,6,10,3,2,2,2,0,-1.7,0.010000000000000009,-3,-2,0.11000000000000001,4,17,-5,-3,-3,1,5,-2,3,0,-25,0,-1,-10,3,-1,0,-0.9000000000000001
0.38,2021_2022,0,2022-05-22,0,Athletic Bilbao,2,1,0.33,2027,44,14,8,4,2,77,2,10,4,61,69,1,6,14,0,0,0.7,1,0,0.29,2098,59,8,4,3,1,83,2,5,0,38,60,2,18,12,5,0,1.2,2,1,-0.13,-11,-14,6,7,-2,1,6,2,3,2,26,20,0,-5,-5,0,-1,0.8,-0.020000000000000018,1,0,0.26999999999999996,-8,-13,-10,0,-6,-4,-4,0,-1,-3,-11,9,0,7,-4,1,0,-0.8
0.38,2021_2022,2,2022-05-22,0,Atletico Madrid,1,1,0.31,2143,40,12,3,5,4,77,0,4,1,70,39,3,14,18,2,0,0.7,2,0,0.3,2041,51,11,6,3,2,76,3,3,3,46,54,3,16,12,3,0,2.5,-1,0,0.1,8,-3,1,-3,0,4,-1,-4,1,-7,17,6,3,7,3,0,0,-0.7,0.020000000000000018,-1,-1,0.22,7,-1,-2,-1,-1,0,-5,1,1,2,-13,-12,2,3,2,-1,0,-0.8999999999999999
