draw_bet365_probs,date,season,fulltime_result,is_home,team,team_fulltime_goals,team_halftime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_shots_off_target,team_blocked,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_tackles_percent,team_aerial_duels,team_saves,team_fouls_committed,team_fouls_won,team_yellow_cards,team_red_cards,team_xg,opponent_fulltime_goals,opponent_halftime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_shots_off_target,opponent_blocked,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_tackles_percent,opponent_aerial_duels,opponent_saves,opponent_fouls_committed,opponent_fouls_won,opponent_yellow_cards,opponent_red_cards,opponent_xg,fd_team_fulltime_goals,fd_team_halftime_goals,fd_team_win_bet365_probs,fd_team_pre_rating,fd_team_possession,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_blocked,fd_team_passing_percent,fd_team_clear_cut_chances,fd_team_corners,fd_team_offsides,fd_team_tackles_percent,fd_team_aerial_duels,fd_team_saves,fd_team_fouls_committed,fd_team_fouls_won,fd_team_yellow_cards,fd_team_red_cards,fd_team_xg,fd_draw_bet365_probs,fd_opponent_fulltime_goals,fd_opponent_halftime_goals,fd_opponent_win_bet365_probs,fd_opponent_pre_rating,fd_opponent_possession,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_blocked,fd_opponent_passing_percent,fd_opponent_clear_cut_chances,fd_opponent_corners,fd_opponent_offsides,fd_opponent_tackles_percent,fd_opponent_aerial_duels,fd_opponent_saves,fd_opponent_fouls_committed,fd_opponent_fouls_won,fd_opponent_yellow_cards,fd_opponent_red_cards,fd_opponent_xg
0.33,2023-01-09,2022_2023,1,0,Osasuna,0,0,0.52,1945,49,11,3,3,5,71,0,2,1,59,28,0,15,10,1,0,0.4,0,0,0.15,2048,46,10,0,3,7,76,0,6,4,70,59,5,17,6,4,0,1.0,-1,-1,-0.020000000000000018,-6,2,-4,0,-3,-1,-8,-1,-1,-2,29,-19,-1,0,4,-3,0,-0.6,-0.03999999999999998,-3,-1,0.18999999999999997,11,3,-9,-6,-5,2,1,-3,-4,1,10,12,5,-4,0,1,0,-1.7000000000000002
0.38,2023-01-13,2022_2023,1,0,Villarreal,2,0,0.29,2105,48,17,5,8,4,84,3,6,2,62,30,2,13,5,4,0,0.1,1,1,0.33,1906,43,17,5,5,7,82,2,5,2,57,52,4,11,13,2,0,2.1,0,-1,0.15999999999999998,12,-4,3,-3,2,4,2,-1,1,0,19,-22,-1,1,-11,3,0,0.5,0.06,1,1,-0.14,3,2,6,2,-1,5,6,2,2,2,2,-2,1,-5,-3,1,0,1.1
0.38,2023-01-14,2022_2023,2,0,Rayo Vallecano,1,1,0.3,1897,61,15,3,7,5,80,1,5,4,57,50,1,10,16,3,0,1.1,0,0,0.32,1868,58,9,1,5,3,80,0,2,0,71,43,3,17,14,3,0,0.6,-1,0,-0.10999999999999999,-17,21,3,-1,3,1,5,0,1,1,-3,20,-4,-4,2,1,0,0.6000000000000001,0.010000000000000009,0,0,-0.07,-14,19,-5,-3,0,-2,-1,0,-3,-5,11,0,-2,10,5,1,-1,0.0
0.39,2023-01-14,2022_2023,0,0,Sevilla,2,1,0.34,2001,58,11,5,4,2,84,2,4,5,53,54,1,13,15,3,0,1.1,2,1,0.27,1871,55,12,5,6,1,86,4,2,5,61,52,4,16,12,2,0,2.2,1,1,-0.21,0,1,4,0,2,2,0,2,-2,4,-19,7,-3,0,4,1,-1,0.5,-0.03999999999999998,0,0,0.09999999999999998,-1,-3,-4,-2,-2,0,2,4,0,3,-18,-17,2,2,0,-1,0,-1.0999999999999999
0.33,2023-01-14,2022_2023,0,0,Real Mallorca,1,0,0.46,1930,41,13,4,7,2,75,1,6,1,60,56,1,14,17,2,0,0.5,0,0,0.21,1950,39,3,1,0,2,65,1,1,1,63,50,3,13,8,1,0,1.6,1,0,-0.15,-2,-2,10,4,4,2,2,0,4,-3,14,4,-3,-5,7,1,0,0.6,0.02999999999999997,0,0,0.040000000000000036,-3,-9,-8,-2,-3,-3,-6,1,-1,0,3,21,3,-2,-2,0,0,0.0
0.37,2023-01-14,2022_2023,0,0,Athletic Bilbao,0,0,0.36,2043,60,17,3,10,4,78,2,14,6,50,50,1,8,12,0,0,0.3,2,0,0.28,2076,56,9,6,3,0,82,3,2,9,60,54,1,14,12,0,0,2.0,0,0,-0.13999999999999999,11,13,7,3,7,-3,1,2,8,2,-20,-9,-4,-9,6,-4,0,0.6,-0.04999999999999999,0,-1,0.01999999999999999,9,5,0,4,-3,-1,5,2,-1,6,7,-17,-2,4,-2,-1,0,0.30000000000000004
0.35,2023-01-15,2022_2023,2,0,Espanyol,2,0,0.36,1892,44,12,6,3,3,78,1,5,0,52,47,3,13,16,3,0,0.8,1,0,0.29,1903,41,11,2,6,3,76,1,4,2,61,45,3,16,13,3,0,0.5,1,0,-0.31000000000000005,20,21,8,5,3,0,10,1,3,-1,11,-6,-2,-2,6,-3,-1,0.6,0.010000000000000009,-1,0,0.18,4,-13,-3,-4,3,-2,-2,0,0,1,-2,-3,3,6,-6,3,0,-0.5
0.36,2023-01-15,2022_2023,1,0,Atletico Madrid,0,0,0.16,2081,40,20,5,8,7,79,2,7,2,58,45,1,8,14,2,1,2.4,0,0,0.48,1870,44,6,1,4,1,79,0,4,3,57,45,4,13,13,1,0,1.4,-2,0,0.26999999999999996,10,-21,2,1,-3,4,-9,0,4,0,3,-38,0,-6,-5,1,0,0.0,0.06,-1,-1,0.07,2,-6,-13,-9,0,-4,-1,-2,2,-2,-17,-14,-1,-1,7,1,0,-1.6999999999999997
0.35,2023-01-16,2022_2023,1,0,Elche,0,0,0.45,1814,37,5,1,3,1,81,2,5,3,23,15,2,20,14,2,2,0.6,1,1,0.2,1876,26,6,2,4,0,61,0,2,1,77,59,2,21,13,6,0,1.6,-1,-1,0.22999999999999998,4,-6,-6,-1,-2,-3,2,1,3,1,-59,-45,1,4,5,-1,2,-0.19999999999999996,-0.04999999999999999,0,1,0.24,-2,-23,-6,-4,-1,-1,-17,-3,-1,-2,7,19,-7,14,2,4,0,-0.9
0.32,2023-01-20,2022_2023,0,0,Celta Vigo,1,0,0.35,1909,51,21,8,8,5,88,4,14,1,80,42,0,11,7,0,0,0.5,0,0,0.33,1919,37,6,2,2,2,72,1,1,7,50,44,3,19,13,3,0,0.5,0,-1,0.08000000000000002,-1,7,4,3,3,-2,5,2,9,-1,22,-9,-4,0,-6,-2,0,0.10000000000000009,0.010000000000000009,-1,0,0.25,6,-4,-7,-2,-5,0,-2,0,-5,6,-10,-12,2,5,-4,1,0,-0.7
0.37,2023-01-21,2022_2023,2,0,Real Sociedad,3,2,0.27,2090,57,11,5,3,3,82,2,4,4,68,52,1,20,15,5,0,1.6,1,0,0.36,1909,55,13,6,4,3,75,0,8,0,66,51,2,18,15,2,0,0.9,1,2,0.07000000000000003,11,1,2,-1,0,3,0,-1,2,-5,7,-2,0,6,3,5,0,0.30000000000000004,0.020000000000000018,0,-1,0.03999999999999998,-8,-6,-2,3,-3,-2,-5,-1,3,-4,8,1,1,8,-1,-1,0,-0.5
0.37,2023-01-21,2022_2023,0,0,Real Betis,2,2,0.31,2096,38,14,3,8,3,71,0,7,1,73,50,2,16,10,2,0,0.9,2,1,0.31,1901,38,10,4,3,3,65,0,1,0,50,53,1,13,20,3,0,2.3,2,2,0.02999999999999997,-4,-14,5,-2,5,2,-6,0,5,-1,5,9,2,8,-4,1,-1,0.4,-0.010000000000000009,0,1,0.10999999999999999,-4,-5,-2,-2,0,0,-12,-1,-4,0,-2,6,-2,0,4,0,0,-0.7
0.32,2023-01-21,2022_2023,0,0,Real Valladolid,0,0,0.58,1856,44,9,2,5,2,71,0,4,2,44,48,5,17,17,2,0,0.5,1,1,0.1,2090,45,12,7,3,2,77,4,4,3,78,47,2,12,14,2,1,3.3,0,0,-0.12,-6,-13,0,1,0,-1,-9,0,2,2,-27,4,2,0,3,-1,0,0.0,0.030000000000000027,1,1,-0.18999999999999997,-10,4,-8,2,-5,-5,-1,2,-3,1,20,1,1,4,0,0,0,0.7
0.36,2023-01-21,2022_2023,0,0,Cadiz,1,1,0.48,1872,50,16,3,8,5,73,1,3,1,38,48,4,11,21,3,0,0.1,1,1,0.16,1998,54,10,2,8,0,88,0,2,1,60,50,5,7,11,1,0,1.7,0,0,-0.31,16,24,10,1,4,5,11,1,1,0,-38,-11,2,-10,8,-3,0,1.2000000000000002,0.0,-1,0,0.17,5,-4,-1,-3,4,-2,4,-2,-2,-4,6,-4,4,-6,-4,-2,0,-0.09999999999999987
0.38,2023-01-22,2022_2023,0,0,Girona,2,0,0.45,1882,45,19,7,7,5,87,5,5,1,57,50,2,11,5,3,0,0.6,1,1,0.17,2094,49,3,1,2,0,86,0,3,3,75,57,7,8,11,2,0,2.5,0,-1,-0.08999999999999997,4,-9,7,2,1,4,1,1,3,-4,-3,-2,-2,-5,-7,1,0,1.0000000000000002,0.010000000000000009,-1,1,-0.07,13,0,-14,-4,-6,-4,1,-3,-3,1,12,27,5,-5,6,-2,0,-2.9
0.37,2023-01-22,2022_2023,1,0,Osasuna,1,0,0.24,1963,62,15,4,9,2,85,1,3,0,33,56,2,15,19,2,0,0.5,1,0,0.39,1818,49,12,5,6,1,79,1,6,1,42,51,2,21,9,2,0,1.2,1,0,-0.31000000000000005,5,22,12,3,9,0,20,0,2,-1,-29,6,-1,2,11,1,0,1.2000000000000002,0.0,1,0,-0.14999999999999997,-14,12,7,4,3,0,-2,-1,1,-2,19,36,0,1,-5,0,-2,0.19999999999999996
0.33,2023-01-22,2022_2023,0,0,Getafe,1,1,0.62,1890,61,10,2,4,4,76,0,5,3,55,46,2,20,13,2,0,1.1,1,1,0.05,2225,59,10,2,3,5,85,1,4,1,59,54,3,16,8,3,1,0.7,0,1,-0.21000000000000002,-5,19,-1,0,-2,1,0,-1,1,1,-5,1,-1,4,0,-1,0,-0.19999999999999996,0.019999999999999962,0,0,0.19,-8,-18,-11,-4,-7,0,-5,-2,-6,1,-13,7,3,5,-7,-2,0,-1.5000000000000002
0.39,2023-01-22,2022_2023,2,0,Real Madrid,1,0,0.27,2276,51,13,3,7,3,86,3,5,3,56,70,3,6,12,1,0,1.1,1,1,0.33,2037,42,6,2,3,1,75,0,2,4,33,48,2,15,17,2,1,1.1,-1,0,0.12000000000000001,4,-10,-6,-4,-1,-1,-2,1,-4,2,6,14,-1,-3,6,1,0,-0.09999999999999964,0.04999999999999999,1,1,0.21,-5,-17,-11,-1,-7,-3,-2,-2,-12,-2,-16,-2,1,7,5,2,1,-0.7
0.38,2023-01-23,2022_2023,1,0,Almeria,1,1,0.48,1873,55,14,3,9,2,84,1,3,4,56,52,5,14,12,4,0,1.4,0,0,0.14,1988,74,11,2,3,6,85,0,13,2,68,40,1,14,20,5,0,1.9,1,1,0.03999999999999998,-11,11,8,2,5,1,5,1,-1,1,-1,7,1,1,-1,3,0,0.7999999999999999,0.010000000000000009,-1,-1,-0.3,-5,26,-2,-2,0,0,4,0,11,-5,3,-6,-5,-2,8,1,0,-0.9999999999999999
0.36,2023-01-27,2022_2023,0,0,Espanyol,1,1,0.37,1914,30,8,2,5,1,69,3,7,2,60,57,3,18,8,3,0,0.8,2,0,0.27,1879,42,14,3,7,4,72,1,2,3,47,50,4,8,6,1,0,2.1,-1,0,-0.04999999999999999,9,-8,-2,-2,2,-2,3,3,6,2,10,4,2,5,-12,0,0,1.4999999999999998,0.020000000000000018,1,-1,0.0,3,-12,0,0,-2,2,-11,0,-1,-1,-8,-2,-1,-6,-6,-3,0,0.0
0.33,2023-01-28,2022_2023,0,0,Real Mallorca,1,0,0.34,1926,41,8,3,4,1,76,0,4,1,75,63,3,15,10,2,0,0.4,0,0,0.34,1868,25,4,1,2,1,64,0,1,1,55,31,7,14,15,2,1,1.9,1,0,-0.13,-11,4,2,1,2,-1,3,-1,3,-6,25,19,0,-4,-3,-1,0,0.0,-0.010000000000000009,-1,-1,0.27999999999999997,-4,-25,-12,-2,-6,-4,-8,-1,-2,0,16,-16,3,3,-6,-1,1,-1.5
0.4,2023-01-28,2022_2023,2,0,Barcelona,1,1,0.14,2231,67,8,4,3,1,88,1,4,5,43,41,3,11,6,1,0,1.1,0,0,0.46,1879,30,8,1,5,2,71,1,2,5,64,57,8,15,20,3,1,1.1,0,0,-0.21000000000000002,25,8,-2,2,0,-4,2,0,0,4,-15,-12,0,-5,-2,-2,-1,0.0,-0.06,-2,0,0.18,11,-15,-11,-6,-2,-3,-15,-4,-3,4,6,7,6,4,15,0,1,-1.6
0.32,2023-01-28,2022_2023,0,0,Elche,1,0,0.56,1819,42,13,4,6,3,65,2,7,5,53,60,3,19,9,2,0,0.4,1,0,0.12,1994,74,17,9,4,4,88,0,8,6,60,68,1,15,11,1,0,3.2,0,0,-0.06,4,-7,1,-1,0,2,-14,1,1,4,10,8,1,-2,0,0,0,0.6,0.020000000000000018,0,-1,-0.18000000000000002,-3,20,7,7,-4,4,0,0,6,5,0,18,-4,8,0,0,0,0.5999999999999999
0.33,2023-01-28,2022_2023,2,0,Real Betis,0,0,0.3,2083,69,13,4,4,5,88,1,4,1,75,42,1,8,17,2,0,1.7,0,0,0.37,1888,32,7,3,3,1,78,2,2,4,26,58,3,6,10,2,0,0.3,-2,-2,-0.04999999999999999,5,31,-1,1,-4,2,16,1,-3,0,1,-7,-1,-8,7,0,0,0.0,0.0,-1,-1,0.33,-13,-29,-3,1,-1,-3,1,2,-3,1,-28,11,1,-14,-3,0,0,0.6000000000000001
0.35,2023-01-29,2022_2023,0,0,Valencia,2,0,0.27,1965,57,16,6,7,3,79,2,6,5,65,50,1,8,8,2,0,1.2,0,0,0.37,1852,52,7,1,4,2,85,1,1,1,68,34,5,7,12,1,0,1.5,2,0,0.0,3,-16,5,4,4,-3,-5,2,-7,3,-3,9,0,-6,-12,-3,0,1.5,0.030000000000000027,0,0,0.25999999999999995,-12,7,-2,-1,-1,0,13,1,-3,-1,24,-13,0,-10,-5,-1,0,-0.09999999999999998
0.35,2023-01-29,2022_2023,2,0,Atletico Madrid,3,3,0.25,2089,47,18,8,6,4,84,6,4,1,61,65,1,12,7,1,0,1.6,1,1,0.4,1970,57,8,4,4,0,75,1,2,1,62,40,3,9,18,1,0,0.9,2,2,-0.06,9,2,6,1,3,2,6,2,0,-2,-17,18,-1,0,-7,-1,-1,0.8999999999999999,-0.03999999999999998,0,1,0.03,13,-4,-7,0,-5,-2,-10,0,-1,1,29,-16,1,-6,-1,-1,0,-1.1
0.35,2023-01-29,2022_2023,0,0,Athletic Bilbao,0,0,0.31,2045,50,18,3,10,5,82,1,12,3,65,40,2,17,10,3,0,0.4,0,0,0.34,1902,58,10,3,3,4,84,0,6,0,46,36,2,11,15,3,0,0.7,-1,-1,-0.02999999999999997,-6,7,12,1,7,4,6,1,10,-1,31,-7,0,2,-7,1,-1,0.8,0.020000000000000018,-1,0,0.019999999999999962,3,7,-11,-5,-5,-1,-4,-4,-8,-1,-33,-6,2,0,8,3,0,-1.6
0.36,2023-01-29,2022_2023,1,0,Real Sociedad,2,2,0.48,2098,45,12,7,3,2,72,2,4,2,59,47,2,11,11,0,0,0.4,2,1,0.16,2290,49,10,4,4,2,85,1,2,2,57,59,3,10,17,2,0,1.3,-1,0,-0.010000000000000009,14,-11,1,2,0,-1,-10,0,0,-2,-9,-4,1,-9,-4,-5,0,-0.3999999999999999,0.0,1,1,0.04000000000000001,-30,-1,-3,1,-3,-1,0,-2,-3,-1,0,-10,0,4,5,1,0,-1.1
0.35,2023-01-30,2022_2023,2,0,Rayo Vallecano,0,0,0.49,1897,54,14,2,6,6,75,0,3,5,50,52,5,11,10,0,0,1.0,1,0,0.16,2097,69,19,9,9,1,88,2,3,1,64,42,1,21,15,5,0,0.8,-1,0,0.06,12,0,1,-4,2,3,0,0,-5,5,-16,1,3,-7,-5,-2,0,-0.20000000000000007,-0.010000000000000009,0,-1,-0.11999999999999997,-11,20,16,8,7,1,1,2,0,-2,-10,-14,-6,13,4,3,0,2.4
0.36,2023-02-01,2022_2023,2,0,Barcelona,1,0,0.16,2235,59,8,3,2,3,87,1,2,1,84,40,2,15,10,3,0,1.9,1,0,0.48,2090,61,13,2,9,2,82,1,1,3,60,66,1,12,20,2,0,0.6,0,-1,0.09000000000000001,6,-7,0,-1,-1,2,0,0,-2,-4,40,-1,-1,4,4,2,0,0.40000000000000013,0.07,1,0,-0.010000000000000009,-13,-8,0,-2,5,-3,-6,0,-3,2,-15,24,0,4,3,0,0,0.7999999999999999
0.37,2023-02-02,2022_2023,0,0,Valencia,0,0,0.51,1955,46,15,2,7,6,77,1,7,0,47,48,5,15,12,1,0,0.2,0,0,0.11,2283,61,20,7,8,5,89,2,10,4,76,60,3,8,18,1,0,2.3,-2,0,0.13,-23,-10,-1,-4,0,3,-2,-1,1,-5,-17,-1,4,7,4,-1,0,-0.7,-0.030000000000000027,-2,-1,-0.11000000000000001,14,11,10,3,4,3,4,1,8,2,19,0,0,-2,1,-1,0,0.19999999999999996
0.29,2023-02-03,2022_2023,0,0,Cadiz,2,2,0.62,1881,42,11,4,4,3,70,1,6,0,68,38,2,13,11,2,0,1.6,0,0,0.09,2034,50,5,0,4,1,76,0,5,2,81,37,2,19,15,2,0,1.7,2,2,-0.13999999999999996,-4,17,7,3,2,2,6,1,5,-1,13,6,-5,-1,-4,0,-1,1.7999999999999998,-0.02999999999999997,0,0,-0.020000000000000018,8,0,-13,-3,-6,-4,-5,-1,-7,-1,16,-3,0,2,5,-1,0,-0.7000000000000001
0.35,2023-02-04,2022_2023,1,0,Osasuna,0,0,0.35,1961,51,14,4,8,2,83,1,5,3,54,38,4,13,7,1,0,0.9,1,0,0.3,1902,43,6,3,1,2,67,1,2,6,29,66,4,6,16,3,0,1.4,-1,-1,0.16000000000000003,7,-6,6,0,4,2,8,0,3,2,-8,-1,1,4,-11,0,0,0.4,-0.020000000000000018,0,-1,0.06,13,12,-2,1,-4,1,-1,-2,-5,4,-30,9,1,-12,8,0,0,-1.4999999999999998
0.36,2023-02-04,2022_2023,0,0,Villarreal,0,0,0.16,2080,61,12,3,7,2,80,2,5,6,47,45,2,11,17,2,0,1.4,0,0,0.48,1813,19,6,1,1,4,63,0,2,0,57,57,5,8,6,3,1,3.0,-1,0,-0.010000000000000009,3,-7,-7,-6,-2,1,-7,0,2,5,-17,2,1,-10,2,-3,0,-1.7,-0.030000000000000027,-1,0,0.17000000000000004,1,-23,-7,-3,-5,1,-2,-2,-5,-5,4,-2,2,-11,-3,1,1,-0.7999999999999999
0.29,2023-02-04,2022_2023,1,0,Getafe,0,0,0.61,1881,38,6,1,3,2,72,0,6,0,73,33,1,25,11,4,0,1.2,1,0,0.1,2098,48,13,5,6,2,79,2,4,3,53,61,4,7,12,0,0,0.7,0,0,-0.25,-2,6,-1,-2,0,1,-5,-2,4,-4,46,-24,-2,19,1,2,0,-0.8,0.0,-2,-3,0.15,-1,0,-5,-3,0,-2,-4,-4,0,2,-8,-3,3,-5,5,-1,0,-1.6999999999999997
0.36,2023-02-04,2022_2023,2,0,Celta Vigo,1,0,0.39,1913,49,9,3,3,3,76,1,2,4,50,62,0,17,18,2,0,1.9,1,0,0.25,2081,36,5,1,2,2,78,0,1,3,73,50,1,17,9,3,1,3.4,1,0,-0.009999999999999953,-7,-9,-1,0,0,-1,-7,1,-4,4,3,25,-2,6,3,-1,0,0.19999999999999996,0.02999999999999997,0,0,0.18,7,-25,-8,-1,-7,0,-3,-1,0,0,13,-16,0,5,-11,1,1,-1.1
0.34,2023-02-05,2022_2023,0,0,Real Madrid,2,0,0.17,2285,70,19,8,6,5,92,4,6,3,68,66,0,12,16,3,0,1.7,0,0,0.49,1913,57,9,2,6,1,77,0,2,3,75,61,2,12,13,2,0,0.2,2,0,-0.05,-7,9,-1,1,-2,0,2,2,-4,-1,-7,6,-3,4,-2,2,0,0.9999999999999998,0.010000000000000009,-1,0,0.010000000000000009,7,15,1,-1,2,0,1,0,-2,2,0,-2,-1,-3,3,0,0,-0.09999999999999998
0.36,2023-02-05,2022_2023,0,0,Valencia,0,0,0.39,1953,29,4,0,2,2,81,0,6,1,63,33,5,17,12,1,1,1.0,0,0,0.25,1875,40,8,2,4,2,82,2,4,6,58,60,2,10,15,2,0,2.3,0,0,0.24,-10,-17,-11,-2,-5,-4,3,-1,-1,1,16,-15,0,2,0,0,1,-1.0,0.020000000000000018,0,0,0.010000000000000009,-3,9,0,1,-1,0,10,1,2,1,-6,2,-6,-5,-5,-1,-1,0.5000000000000001
0.33,2023-02-05,2022_2023,2,0,Real Valladolid,1,0,0.57,1862,53,13,6,6,1,80,3,4,1,38,51,2,14,15,3,0,0.7,0,0,0.11,2105,38,8,3,3,2,84,0,3,2,41,40,7,19,8,4,0,1.2,1,0,-0.20999999999999996,-4,0,6,5,2,-1,-4,2,3,0,-30,16,-3,7,3,2,0,1.0,0.02999999999999997,-2,-2,0.20999999999999996,8,-7,-4,-4,0,0,12,-2,-1,0,-17,-7,5,8,-3,4,0,-1.2000000000000002
0.35,2023-02-05,2022_2023,0,0,Sevilla,3,3,0.56,2000,81,22,8,10,4,91,3,5,3,43,42,1,7,8,1,0,0.1,2,0,0.09,2244,63,13,3,6,4,88,4,6,6,47,50,1,9,17,0,0,2.7,2,3,-0.04000000000000001,-4,6,5,-1,6,0,3,3,-3,-3,-17,-25,0,-8,-3,0,0,1.5000000000000002,-0.03999999999999998,1,0,0.01999999999999999,4,3,5,0,4,1,1,3,4,5,-36,10,-1,-6,7,-3,0,0.7999999999999998
0.35,2023-02-06,2022_2023,0,0,Almeria,3,1,0.48,1891,57,19,7,8,4,76,3,2,0,53,33,2,16,6,3,0,1.2,1,0,0.17,1914,38,11,3,6,2,77,0,4,3,70,55,3,18,11,3,0,1.2,1,1,-0.20999999999999996,6,14,5,4,1,0,3,2,0,-3,6,-16,-2,8,0,2,0,0.7000000000000002,-0.020000000000000018,1,0,0.13,-12,-16,-3,1,0,-4,2,0,1,-2,20,2,-2,7,1,3,0,0.09999999999999998
0.37,2023-02-10,2022_2023,0,0,Girona,1,0,0.28,1884,51,20,8,10,2,87,2,8,1,45,61,4,11,7,1,0,0.2,1,1,0.35,1874,57,15,3,10,2,84,1,3,3,43,51,5,12,12,1,0,0.7,1,0,-0.21000000000000002,-4,11,12,6,6,0,4,0,4,-5,-12,1,2,1,-8,-1,0,1.1999999999999997,-0.040000000000000036,-1,-1,0.27999999999999997,13,15,4,-1,6,-1,14,0,-3,3,-25,12,3,-1,1,-1,0,-0.2999999999999998
0.39,2023-02-11,2022_2023,2,0,Real Betis,3,2,0.29,2065,54,15,7,6,2,83,4,5,3,56,48,2,11,11,3,1,2.6,0,0,0.32,1881,51,14,5,7,2,74,2,7,1,56,54,10,9,13,3,0,2.2,2,2,-0.22999999999999998,-9,18,10,6,4,0,4,4,4,0,-17,-1,1,-6,2,0,0,2.8,0.0,-3,-1,0.20999999999999996,12,-5,-5,-2,-1,-2,-2,-1,5,1,2,21,8,-7,7,0,0,-0.9000000000000001
0.33,2023-02-11,2022_2023,0,0,Real Mallorca,1,1,0.47,1930,26,4,1,0,3,72,0,1,1,71,40,1,29,14,5,0,0.2,0,0,0.2,1996,34,3,1,2,0,80,0,3,3,70,42,4,10,8,2,0,2.1,1,1,0.14999999999999997,-13,-31,-5,-1,-6,2,-4,0,-1,-2,-3,-20,-1,17,1,3,0,-0.2,0.010000000000000009,-3,-3,0.44000000000000006,6,-46,-19,-7,-8,-4,-11,-3,-2,0,26,0,3,3,0,1,0,-3.1
0.37,2023-02-11,2022_2023,2,0,Athletic Bilbao,4,3,0.28,2041,42,17,9,5,3,81,3,0,1,80,48,2,14,11,0,1,1.3,0,0,0.35,1944,48,8,4,2,2,85,1,4,0,58,38,7,10,10,4,0,1.5,4,3,-0.22,-11,-8,12,9,1,2,4,3,-5,-1,-1,10,0,-5,-4,-2,1,1.2999999999999998,-0.06,0,0,-0.12,-2,18,4,4,0,0,3,1,-2,-1,-4,5,2,-7,-2,3,-1,0.8
0.34,2023-02-12,2022_2023,1,0,Rayo Vallecano,2,0,0.34,1924,48,15,11,3,1,73,3,3,4,50,45,5,16,9,3,0,2.1,1,0,0.33,1888,37,9,1,4,4,66,0,0,0,61,39,3,18,9,5,0,1.5,1,0,-0.31999999999999995,17,10,4,8,-3,-1,-3,3,-1,1,-20,-9,2,-2,-2,0,0,0.19999999999999996,0.0,1,0,0.24,-7,-1,3,0,1,2,-5,0,-6,0,-12,6,2,-7,-2,1,0,0.8999999999999999
0.35,2023-02-12,2022_2023,2,0,Atletico Madrid,1,0,0.25,2091,62,12,4,4,4,82,0,8,3,88,60,0,11,16,3,0,1.0,4,2,0.4,1929,45,9,7,2,0,76,4,5,6,70,51,4,13,10,2,0,1.1,0,0,-0.15,9,14,-1,-1,-2,2,3,-2,4,0,35,-1,-4,4,4,3,0,-0.9000000000000001,-0.06,3,2,0.04999999999999999,11,-4,0,4,-1,-3,0,3,3,2,20,-10,4,-4,-8,0,0,1.2
0.36,2023-02-12,2022_2023,1,0,Osasuna,1,1,0.32,1962,59,9,3,5,1,80,1,3,2,50,60,3,17,9,3,1,0.7,1,0,0.32,1880,45,7,2,4,1,75,2,4,7,65,31,4,14,17,5,0,1.5,1,1,-0.050000000000000044,-9,7,-5,-1,-3,-1,-2,0,-2,-1,-4,22,-1,4,2,2,1,0.0,0.0,0,0,0.19999999999999996,10,-8,-6,-4,-2,0,-5,-1,0,6,27,-20,2,0,2,2,0,-0.8
0.42,2023-02-12,2022_2023,2,0,Barcelona,3,0,0.19,2248,65,16,7,6,3,90,5,8,2,53,57,1,8,10,0,0,1.5,1,1,0.39,2058,72,14,2,4,8,89,2,10,0,84,52,4,8,19,2,0,1.1,1,0,-0.07,9,1,3,4,0,-1,2,1,2,-4,6,7,0,-1,-7,0,0,0.8000000000000003,-0.010000000000000009,1,1,0.0,-17,10,2,-1,-3,6,8,0,5,-6,36,7,2,-3,2,0,0,0.5999999999999999
0.34,2023-02-13,2022_2023,2,0,Real Sociedad,0,0,0.26,2087,54,15,4,7,4,81,1,0,2,60,68,1,17,13,4,0,1.4,1,0,0.4,1901,40,9,4,4,1,74,3,4,1,56,39,2,9,16,1,1,1.1,0,0,-0.37,7,16,7,1,4,2,-3,1,-3,0,18,28,-6,-2,5,0,0,0.7999999999999999,-0.02999999999999997,0,0,-0.07,-12,-2,3,1,3,-1,6,2,2,-5,26,-27,-2,3,0,-2,1,0.5999999999999999
0.32,2023-02-15,2022_2023,0,0,Elche,3,2,0.63,1835,27,18,7,3,8,71,1,6,1,53,47,1,19,8,4,0,0.6,0,0,0.05,2268,73,20,1,13,6,92,0,12,1,78,59,1,14,29,5,0,4.2,3,2,-0.08000000000000007,-6,8,12,6,2,4,8,1,4,1,-4,-10,-4,11,2,1,-1,2.6,0.03999999999999998,-2,0,0.06000000000000001,2,3,1,-7,7,1,0,-4,6,-2,9,-7,1,2,13,2,0,-0.5999999999999999
0.38,2023-02-17,2022_2023,0,0,Almeria,2,1,0.44,1873,51,17,9,4,4,73,2,8,3,50,51,4,12,9,2,0,1.7,0,0,0.18,1873,57,7,1,4,2,84,0,6,0,76,52,2,11,17,4,0,2.9,2,1,-0.15999999999999998,-10,0,3,4,-3,2,0,0,1,2,-6,-2,-6,3,-4,-1,0,1.0000000000000002,0.040000000000000036,-1,0,0.030000000000000027,9,5,-13,-7,-6,0,-2,-2,-2,-1,31,-9,-2,0,10,3,0,-2.0999999999999996
