draw_bet365_probs,date,season,fulltime_result,is_home,team,team_fulltime_goals,team_halftime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_shots_off_target,team_blocked,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_tackles_percent,team_aerial_duels,team_saves,team_fouls_committed,team_fouls_won,team_yellow_cards,team_red_cards,team_xg,opponent_fulltime_goals,opponent_halftime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_shots_off_target,opponent_blocked,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_tackles_percent,opponent_aerial_duels,opponent_saves,opponent_fouls_committed,opponent_fouls_won,opponent_yellow_cards,opponent_red_cards,opponent_xg,fd_team_fulltime_goals,fd_team_halftime_goals,fd_team_win_bet365_probs,fd_team_pre_rating,fd_team_possession,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_blocked,fd_team_passing_percent,fd_team_clear_cut_chances,fd_team_corners,fd_team_offsides,fd_team_tackles_percent,fd_team_aerial_duels,fd_team_saves,fd_team_fouls_committed,fd_team_fouls_won,fd_team_yellow_cards,fd_team_red_cards,fd_team_xg,fd_draw_bet365_probs,fd_opponent_fulltime_goals,fd_opponent_halftime_goals,fd_opponent_win_bet365_probs,fd_opponent_pre_rating,fd_opponent_possession,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_blocked,fd_opponent_passing_percent,fd_opponent_clear_cut_chances,fd_opponent_corners,fd_opponent_offsides,fd_opponent_tackles_percent,fd_opponent_aerial_duels,fd_opponent_saves,fd_opponent_fouls_committed,fd_opponent_fouls_won,fd_opponent_yellow_cards,fd_opponent_red_cards,fd_opponent_xg
0.37,2022-10-23,2022_2023,1,0,Osasuna,1,0,0.34,1932,64,17,5,8,4,79,0,9,1,53,58,3,17,14,1,0,0.6,2,0,0.29,1834,65,14,5,5,4,84,2,5,3,57,58,4,14,12,3,0,0.4,1,0,-0.29000000000000004,-4,22,3,2,0,1,-1,0,5,-1,0,-2,-4,-6,1,-5,0,0.5,0.030000000000000027,1,0,0.12,-2,1,-9,-1,-9,1,-1,0,-1,0,23,-7,3,-2,3,-2,0,0.5
0.31,2022-10-23,2022_2023,0,0,Almeria,3,3,0.6,1861,34,13,7,5,1,69,2,4,1,81,41,3,14,13,1,0,1.0,0,0,0.09,2145,30,5,1,4,0,84,1,0,0,37,30,2,11,17,1,0,1.0,2,3,-0.2,-4,-10,1,2,1,-2,-14,0,1,-2,65,-24,0,7,7,0,0,1.0,0.020000000000000018,-2,-1,0.37,4,-27,-7,-8,2,-1,0,-1,-8,-5,-32,-9,-1,-3,-4,-1,0,-1.1
0.39,2022-10-23,2022_2023,0,0,Athletic Bilbao,2,1,0.48,2036,59,14,4,7,3,83,1,4,2,75,44,2,11,12,4,0,0.5,3,3,0.13,2193,69,16,5,6,5,93,3,8,4,64,70,1,18,10,0,0,1.4,2,1,-0.09000000000000002,-11,-1,1,1,1,-1,3,-1,-2,2,2,-1,2,-3,-3,4,0,-0.19999999999999996,-0.03999999999999998,2,3,-0.22999999999999998,-6,13,-2,0,-1,-1,4,1,5,0,-21,20,0,4,-1,-2,0,0.10000000000000009
0.34,2022-10-24,2022_2023,1,0,Getafe,2,1,0.49,1901,41,11,4,2,5,72,1,7,5,61,55,2,14,10,6,0,0.2,1,1,0.17,1934,62,22,5,8,9,85,1,7,1,80,45,3,11,12,1,0,0.7,2,1,0.06,2,6,5,1,1,3,3,1,6,5,-5,22,-1,-3,-1,3,0,0.4,-0.019999999999999962,0,0,-0.019999999999999962,-9,8,12,2,3,7,1,1,6,-1,14,4,-1,-3,-5,-4,-1,2.1
0.35,2022-10-28,2022_2023,1,0,Espanyol,2,1,0.39,1873,41,13,5,4,4,84,3,5,1,55,40,2,13,10,2,0,0.3,2,0,0.26,1885,32,10,5,3,2,69,0,3,1,60,51,2,19,14,5,0,1.4,2,1,-0.22,-6,5,8,2,3,3,21,0,3,-3,-3,0,-2,-2,-6,0,0,1.2000000000000002,-0.040000000000000036,2,0,-0.050000000000000044,-3,-15,-2,2,-1,-3,-6,-2,-4,0,-16,7,-5,10,-3,3,0,0.6
0.37,2022-10-29,2022_2023,0,0,Celta Vigo,1,0,0.25,1930,71,17,5,8,4,86,1,10,4,53,39,0,10,12,1,0,0.3,1,1,0.37,1859,48,15,4,6,5,81,1,4,3,62,46,3,8,6,1,0,2.3,0,-1,-0.11000000000000001,-17,9,-5,0,0,-5,1,0,3,3,-26,-5,-3,-1,0,0,0,-1.9000000000000001,-0.03999999999999998,-2,-2,0.3,7,13,2,-3,1,4,12,-1,0,2,-19,4,0,-6,-7,0,0,-0.8
0.3,2022-10-29,2022_2023,0,0,Atletico Madrid,2,0,0.13,2124,45,9,3,3,3,83,1,4,0,57,54,3,17,10,3,0,1.3,1,0,0.57,1858,37,3,0,3,0,73,2,1,0,77,52,7,12,13,3,1,1.1,1,-1,0.13,-8,-7,-3,-1,-3,1,0,0,1,-3,10,9,0,6,-1,0,0,-0.30000000000000004,0.07,1,0,0.07,4,-2,-10,-3,-6,-1,0,2,-3,-2,9,10,4,-3,6,2,1,-0.7
0.35,2022-10-29,2022_2023,2,0,Rayo Vallecano,5,2,0.43,1888,62,28,11,12,5,84,2,10,3,76,47,0,13,12,1,1,0.7,1,0,0.22,2022,44,9,2,2,5,86,1,3,0,50,20,3,12,8,4,0,1.2,4,2,-0.4099999999999999,8,15,14,7,5,2,3,1,5,0,26,-7,-3,2,2,1,1,1.9000000000000001,0.030000000000000027,0,0,0.32999999999999996,-4,-20,-9,-3,-7,1,1,0,-8,-1,-25,-36,-1,1,-17,0,-1,-0.6000000000000001
0.4,2022-10-29,2022_2023,2,0,Barcelona,4,3,0.14,2177,65,10,7,3,0,89,3,1,4,84,50,1,7,12,2,0,1.6,1,0,0.46,1972,67,13,3,6,4,84,0,5,3,58,48,3,14,19,3,0,0.2,1,0,0.010000000000000009,12,-4,-6,2,-3,-5,-4,0,-7,0,19,-20,0,-11,2,2,0,-0.7000000000000002,0.010000000000000009,0,-1,-0.18999999999999997,4,31,0,-2,1,1,8,-1,-1,2,13,5,-1,-12,8,-3,0,-0.6000000000000001
0.35,2022-10-30,2022_2023,0,0,Real Valladolid,1,1,0.45,1899,25,9,2,6,1,55,1,4,3,58,30,2,19,12,2,0,0.5,1,1,0.2,1932,50,9,2,6,1,84,1,5,3,60,64,0,11,11,3,0,2.5,-3,0,0.06,17,-12,0,-5,5,0,-14,-1,1,3,-17,-24,-2,7,4,1,0,-0.7,0.0,0,1,0.12000000000000002,6,-14,-8,-3,-2,-3,4,1,-4,2,6,6,-3,-6,-3,2,0,-0.4
0.31,2022-10-30,2022_2023,1,0,Girona,1,1,0.63,1834,49,7,1,3,3,81,1,3,3,38,35,1,11,9,2,0,1.4,3,1,0.06,2323,55,18,6,6,6,90,3,4,1,50,80,1,9,12,1,0,2.9,-1,1,-0.030000000000000027,-7,-15,-7,-4,-2,-1,-3,-1,-2,0,-18,-22,-3,-3,-3,-1,0,-2.4,-0.010000000000000009,0,0,0.009999999999999995,3,-6,8,-1,5,4,-3,-1,2,-5,3,80,-2,-1,-2,0,0,1.5
0.37,2022-10-30,2022_2023,0,0,Villarreal,2,0,0.38,2138,51,11,5,1,5,83,1,10,3,68,53,3,7,8,2,2,0.3,0,0,0.25,2029,34,5,3,1,1,79,1,2,1,66,50,3,13,7,2,0,1.7,2,0,-0.41000000000000003,-12,21,6,4,-3,5,0,0,10,3,31,23,1,-4,-9,1,2,0.6,-0.07,-2,-1,0.29,-1,-24,-9,-1,-6,-2,-4,0,-2,-1,-8,5,1,2,-5,-2,0,-0.5
0.38,2022-10-30,2022_2023,2,0,Real Betis,1,0,0.41,2101,55,17,4,9,4,84,1,7,2,62,45,1,10,17,2,0,1.3,0,0,0.22,2081,75,20,2,8,10,87,1,10,3,83,69,1,14,17,3,0,0.9,1,0,0.13999999999999999,-4,-4,5,1,2,2,1,0,-2,1,4,-12,-2,3,2,2,-1,0.4999999999999999,0.020000000000000018,-1,-1,0.1,3,23,6,-5,3,8,7,-2,0,3,52,13,-2,-4,8,2,0,-0.29999999999999993
0.35,2022-10-31,2022_2023,2,0,Getafe,1,1,0.33,1905,28,4,1,2,1,65,0,0,2,55,60,5,13,10,1,0,0.4,2,1,0.32,1841,58,9,4,2,3,86,0,3,1,63,59,3,10,12,3,0,1.3,-1,0,0.010000000000000009,1,-12,-7,-3,0,-4,-7,-1,-7,-3,-5,4,3,-1,0,-5,0,-0.6000000000000001,0.010000000000000009,2,1,-0.06000000000000005,-3,20,-1,1,-2,0,-1,-2,-5,1,-5,-40,0,-4,2,2,0,-0.30000000000000004
0.38,2022-11-04,2022_2023,0,0,Athletic Bilbao,1,0,0.22,2039,42,19,7,7,5,79,3,6,2,47,69,3,12,10,2,0,0.7,1,0,0.41,1843,42,8,2,6,0,88,2,1,1,40,20,5,8,15,3,0,1.0,1,0,-0.22999999999999998,-7,8,14,4,6,4,0,2,4,1,-19,19,0,-1,3,0,0,1.2,-0.020000000000000018,0,-1,0.34,0,-7,1,1,3,-3,6,1,-2,-2,1,-15,4,-3,6,1,0,0.9999999999999999
0.34,2022-11-05,2022_2023,1,0,Cadiz,3,1,0.41,1872,41,10,7,3,0,81,2,5,0,41,57,6,15,12,2,0,1.4,1,0,0.24,1916,40,8,3,4,1,74,0,2,1,28,46,5,11,11,1,1,0.6,2,1,0.06999999999999995,-13,3,7,7,0,0,7,0,4,0,-36,4,-1,3,-1,-1,-1,0.9000000000000001,-0.030000000000000027,0,-1,-0.15999999999999998,4,12,4,2,2,0,9,0,2,-1,-27,-14,0,-2,1,0,1,0.2
0.37,2022-11-05,2022_2023,0,0,Elche,0,0,0.44,1830,59,12,5,7,0,83,0,6,0,57,53,2,12,9,0,0,0.2,0,0,0.19,1889,52,7,2,4,1,81,0,8,3,33,37,8,16,14,3,0,1.9,-2,-1,-0.16999999999999998,4,0,3,1,5,-3,-2,0,3,-1,-6,-5,-1,2,-3,-3,0,0.8,0.0,-1,-1,0.04999999999999999,13,27,-2,0,-2,0,25,-1,4,0,-25,6,6,-3,2,1,0,-0.30000000000000004
0.36,2022-11-05,2022_2023,2,0,Osasuna,2,2,0.41,1942,48,20,10,6,4,81,0,1,2,75,62,2,14,15,1,0,0.4,1,1,0.23,1916,37,8,3,3,2,78,0,4,5,33,43,2,7,10,0,1,0.7,1,1,-0.14,0,-2,11,8,0,3,-2,-1,-4,-1,15,-1,2,3,4,-2,0,1.9,-0.020000000000000018,0,1,0.07999999999999999,-4,-33,-9,-2,-5,-2,-7,-1,-6,1,-20,4,2,-3,-2,-1,1,-0.39999999999999997
0.27,2022-11-05,2022_2023,0,0,Almeria,3,0,0.7,1873,62,19,5,8,6,87,4,6,0,29,56,2,10,6,4,0,0.5,1,0,0.03,2200,67,13,2,7,4,86,4,10,3,91,50,2,7,12,5,0,4.0,2,-1,-0.22999999999999998,-2,14,4,1,2,1,5,3,2,-3,-33,10,-1,2,0,3,0,1.2999999999999998,0.06,-3,-3,0.010000000000000009,-16,1,3,-5,4,4,-2,1,9,-1,7,0,1,0,0,3,0,0.20000000000000018
0.32,2022-11-06,2022_2023,1,0,Espanyol,1,0,0.57,1876,48,7,2,4,1,79,0,4,0,55,40,4,9,14,1,0,0.7,2,0,0.1,2100,58,16,8,6,2,87,1,3,0,52,42,4,12,14,4,0,1.9,-1,-1,0.23,-4,6,-6,-3,0,-3,-4,-3,-1,-1,0,0,2,-4,4,-1,0,-1.9000000000000001,0.0,0,0,-0.13,2,13,7,5,3,-1,4,0,-1,0,-4,-11,1,-5,4,1,0,0.5
0.36,2022-11-06,2022_2023,1,0,Valencia,0,0,0.43,1965,32,3,2,1,0,76,0,3,1,50,50,1,13,7,4,0,0.9,0,0,0.21,2049,58,14,7,5,2,82,2,5,2,72,68,2,22,15,4,0,1.1,-1,0,0.29000000000000004,-16,-34,-10,-1,-5,-4,-8,0,-2,-2,-8,1,-2,-1,-12,1,0,-1.0,0.06,0,0,-0.010000000000000009,-9,-16,-6,5,-3,-8,-4,1,-5,-1,-11,-1,1,8,-2,1,0,0.0
0.35,2022-11-06,2022_2023,2,0,Real Mallorca,1,0,0.51,1882,52,13,5,7,1,82,1,4,0,60,60,1,15,9,4,1,0.4,0,0,0.14,2099,57,6,3,1,2,84,0,2,0,30,30,6,10,12,1,0,0.5,-1,0,-0.22999999999999998,16,19,3,0,4,-1,12,1,1,-1,0,8,-1,-4,-5,-1,1,-0.10000000000000009,0.009999999999999953,-2,0,0.29000000000000004,-7,5,-5,-2,0,-3,1,-1,-8,-3,-38,-22,3,3,4,-1,-2,-0.7
0.36,2022-11-06,2022_2023,1,0,Sevilla,0,0,0.4,2002,62,10,4,4,2,82,1,6,3,41,47,4,9,19,6,0,1.5,2,0,0.24,2121,41,10,4,3,3,75,1,3,2,53,31,7,16,21,4,0,1.0,-1,0,-0.36,8,18,1,2,2,-3,-4,0,3,3,-8,27,1,-3,11,2,0,0.7,0.019999999999999962,1,0,0.04999999999999999,-4,-13,-7,0,-6,-1,-8,0,-4,0,-8,-13,6,6,4,2,0,-0.09999999999999987
0.4,2022-11-07,2022_2023,0,0,Real Madrid,1,0,0.16,2318,58,19,6,6,7,91,2,7,2,46,80,1,16,8,1,1,2.4,1,0,0.45,1904,37,15,5,4,6,72,0,6,0,78,52,5,20,9,1,0,1.5,-2,-1,-0.03,-19,2,1,0,0,1,0,-1,3,1,-3,0,0,7,-4,0,1,-0.10000000000000009,-0.020000000000000018,-4,-2,0.27,13,-25,-13,-6,-8,1,-12,-2,-4,-3,1,5,5,7,-3,0,-1,-3.0
0.38,2022-11-08,2022_2023,2,0,Girona,2,0,0.25,1856,41,19,10,5,4,80,1,7,3,44,42,6,11,11,1,0,2.3,1,0,0.37,1824,49,4,2,0,2,82,0,4,0,33,37,9,10,9,0,0,0.6,1,0,-0.22000000000000003,9,0,11,8,-1,4,-8,-1,6,2,4,22,1,3,-4,-2,0,-0.3999999999999999,0.07,1,0,0.12,-11,-10,-8,-3,-7,2,-1,0,-2,0,-23,-16,7,-2,0,0,0,-1.1
0.34,2022-11-08,2022_2023,0,0,Real Valladolid,2,1,0.56,1895,50,16,11,5,0,84,5,8,2,53,62,1,9,10,2,0,0.5,1,0,0.1,2026,58,11,7,3,1,83,1,1,3,50,57,8,11,10,1,0,2.1,2,1,-0.26,-10,-1,9,9,1,-1,2,5,0,-1,20,25,-7,-7,-4,-1,0,1.4,0.020000000000000018,0,0,-0.03,10,15,-8,0,-4,-4,4,-2,-5,1,2,-12,5,-1,0,-1,0,-1.0
0.37,2022-11-08,2022_2023,2,0,Barcelona,2,0,0.13,2202,69,27,13,8,6,90,5,9,6,60,57,1,14,12,2,0,0.8,2,2,0.5,1954,38,8,4,3,1,77,0,3,1,50,64,4,20,11,5,0,1.0,1,0,-0.11000000000000001,23,2,14,11,1,2,3,1,-1,3,-31,7,-1,7,0,-3,0,2.4,-0.13,0,0,0.20999999999999996,10,-9,-12,-6,-3,-3,-4,0,2,-1,-25,1,2,6,-4,4,0,-2.1
0.37,2022-11-09,2022_2023,0,0,Getafe,0,0,0.39,1912,53,13,2,6,5,80,0,5,1,53,56,4,15,16,4,2,0.4,0,0,0.24,1871,30,4,1,1,2,71,0,1,1,53,42,10,13,14,1,0,0.5,-1,0,-0.09000000000000002,11,12,5,-1,2,4,5,0,3,0,24,9,-1,4,5,3,1,0.19999999999999996,-0.009999999999999953,-3,0,0.32999999999999996,14,-31,-15,-4,-7,-4,-16,-4,-5,1,24,-14,8,3,8,-3,0,-1.7999999999999998
0.37,2022-11-09,2022_2023,2,0,Real Sociedad,1,1,0.33,2044,26,9,4,3,2,65,2,1,2,37,51,2,11,11,2,1,1.7,1,0,0.3,2008,63,22,6,11,5,88,1,4,3,72,61,4,20,6,5,1,0.6,1,1,-0.010000000000000009,-32,-31,-5,-3,-2,0,-17,0,-4,0,-34,-17,0,-11,-4,-2,1,0.20000000000000007,-0.020000000000000018,1,0,0.18000000000000002,-20,0,12,2,7,3,5,0,-2,0,31,13,0,11,-13,-1,1,0.30000000000000004
0.36,2022-11-09,2022_2023,2,0,Villarreal,0,0,0.27,2073,71,9,2,4,3,88,0,5,1,75,54,3,17,16,4,0,0.7,1,0,0.36,1883,32,6,2,3,1,71,2,2,0,33,48,7,10,13,5,1,1.1,0,0,-0.24,-39,14,3,-1,3,1,4,0,3,1,45,23,-3,7,4,3,0,0.2,-0.020000000000000018,0,0,0.17999999999999994,3,-15,-1,0,-1,0,-8,2,-2,0,-21,8,3,1,-1,4,1,0.39999999999999997
0.34,2022-11-09,2022_2023,0,0,Atletico Madrid,1,0,0.23,2093,67,27,7,9,11,88,1,12,4,55,51,1,13,10,3,0,1.3,2,1,0.42,1908,28,7,5,1,1,73,1,2,2,50,45,2,16,16,6,0,1.3,-1,0,-0.03,-24,8,11,-1,3,9,0,0,9,4,2,8,-3,1,-4,-1,0,0.5999999999999999,0.020000000000000018,1,1,0.25,-3,-23,-6,0,-6,0,-8,0,-2,2,-10,-14,1,1,7,2,-1,-0.9999999999999999
0.36,2022-11-10,2022_2023,1,0,Celta Vigo,1,1,0.39,1904,61,13,5,7,1,85,1,2,0,80,36,2,12,20,1,0,0.9,3,2,0.25,1921,45,15,7,5,3,81,1,5,2,64,38,0,22,9,4,0,0.4,0,0,-0.01999999999999999,-14,23,5,2,4,-1,6,1,-2,-5,46,-7,0,5,10,1,-1,0.39999999999999997,-0.010000000000000009,2,2,0.020000000000000018,16,7,0,2,1,-3,9,1,-1,2,-14,-13,-5,2,0,3,0,0.8
0.37,2022-11-10,2022_2023,0,0,Real Betis,1,1,0.4,2115,36,9,4,3,2,80,2,2,2,66,38,4,6,19,4,2,0.2,1,1,0.23,1970,73,14,3,7,4,85,1,11,2,71,48,3,12,11,0,0,2.0,-1,1,-0.16999999999999998,20,-5,-1,0,0,-1,4,1,-1,0,12,7,-3,-10,-2,0,2,-0.30000000000000004,-0.020000000000000018,1,1,-0.030000000000000027,-7,40,11,1,6,4,9,1,8,1,21,-1,2,-1,4,-4,0,0.7
0.34,2022-11-10,2022_2023,0,0,Cadiz,0,0,0.61,1876,47,15,4,7,4,74,0,5,2,66,43,1,16,13,0,1,0.9,2,2,0.05,2301,55,16,2,10,4,86,2,5,0,50,61,4,11,21,5,0,2.0,-3,-1,-0.15999999999999998,14,5,5,-3,4,4,-6,-2,0,2,25,-13,-5,1,1,-2,1,0.2999999999999998,0.040000000000000036,1,2,0.1,-5,-3,-3,-4,4,-3,-5,0,-2,-2,3,-18,3,-5,13,4,-1,-0.5
0.36,2022-12-29,2022_2023,1,0,Rayo Vallecano,0,0,0.37,1922,58,10,3,5,2,83,0,5,4,36,45,3,19,16,7,0,1.0,2,1,0.26,1868,55,21,3,12,6,82,3,5,3,58,38,1,9,15,2,0,2.3,-3,-2,-0.2,17,13,-5,-4,0,-1,2,-1,0,2,-27,7,3,-3,7,3,0,-1.1,-0.040000000000000036,0,1,-0.15999999999999998,13,13,2,-7,7,2,1,2,-2,0,13,-4,-5,-2,4,1,0,1.2999999999999998
0.38,2022-12-29,2022_2023,1,0,Athletic Bilbao,3,1,0.29,2037,43,19,6,8,5,75,3,10,3,60,46,0,21,6,3,0,0.4,0,0,0.33,2095,37,5,1,1,3,73,0,5,4,57,33,4,9,12,1,1,0.5,2,1,-0.12,-13,-15,8,-1,5,4,-8,2,9,0,10,-10,-8,10,-4,2,0,1.4000000000000001,-0.03999999999999998,-1,-1,0.16000000000000003,-6,1,-4,-3,-2,1,-6,-2,3,2,-8,-5,0,3,-7,-3,-1,-0.8
0.33,2022-12-29,2022_2023,0,0,Elche,1,1,0.6,1828,44,11,2,5,4,79,1,2,2,82,61,1,16,9,3,0,0.4,0,0,0.08,2081,63,17,5,5,7,86,2,5,4,73,60,2,17,14,3,0,1.7,0,1,-0.07,-6,-4,7,0,5,2,-3,1,-2,2,49,23,-8,6,0,3,0,0.39999999999999997,0.010000000000000009,-1,0,0.13,-7,-4,-10,-2,-4,-4,-1,1,-7,0,18,9,1,4,4,0,0,-0.5999999999999999
0.32,2022-12-30,2022_2023,0,0,Real Mallorca,1,1,0.36,1926,37,9,3,3,3,74,2,2,1,42,39,5,14,17,5,0,0.6,0,0,0.32,1904,45,11,3,5,3,72,0,6,4,53,60,2,8,16,4,0,1.2,-1,0,-0.09000000000000002,26,8,2,-2,2,2,1,1,0,-1,-7,-6,3,-2,1,-1,0,0.9,-0.009999999999999953,0,0,0.15000000000000002,-4,-7,-2,1,-1,-2,-8,0,1,3,0,4,-2,-7,0,0,-2,-0.19999999999999996
0.36,2022-12-30,2022_2023,1,0,Almeria,1,1,0.37,1879,54,8,3,2,3,77,0,7,4,50,39,2,17,6,6,1,2.3,1,0,0.27,1862,33,10,5,3,2,79,1,1,0,80,26,3,16,12,3,0,1.3,1,1,-0.45999999999999996,-2,24,4,2,1,1,5,0,6,3,-3,-2,-8,4,-8,5,1,0.0,0.09999999999999998,1,0,0.2,4,-13,-5,1,-4,-2,4,1,-4,-2,13,-17,2,0,-1,3,-1,-0.4999999999999999
0.37,2022-12-30,2022_2023,1,0,Sevilla,1,1,0.38,1996,31,6,3,3,0,75,1,2,0,50,33,7,9,12,2,2,0.7,0,0,0.25,1907,41,11,3,6,2,76,0,3,0,54,54,3,16,16,1,0,2.0,0,1,-0.10000000000000003,6,-31,-16,-3,-8,-5,-12,0,-2,-3,-22,-27,3,-11,6,-3,1,-0.9,0.010000000000000009,-1,-1,0.16,-12,-19,-2,-2,-1,1,-8,-1,1,0,-25,18,1,4,-4,0,0,0.20000000000000007
0.37,2022-12-30,2022_2023,2,0,Real Madrid,2,1,0.11,2302,66,18,5,10,3,89,2,7,3,70,73,4,12,16,3,0,2.3,0,0,0.51,1888,56,8,0,7,1,76,0,2,1,57,53,3,6,20,1,0,0.6,0,-1,-0.11,-17,11,2,3,0,-1,3,0,2,3,20,12,0,1,-5,-2,0,-0.3999999999999999,-0.06,-2,-1,0.37000000000000005,6,6,-8,-11,2,1,-8,-5,-6,-1,3,-9,2,-3,10,-1,0,-1.4
0.37,2022-12-31,2022_2023,1,0,Espanyol,0,0,0.56,1876,44,14,6,4,4,86,1,4,1,55,35,4,11,6,1,0,0.9,2,0,0.07,2208,53,9,3,5,1,81,1,6,2,66,52,2,6,14,2,2,2.2,-1,0,-0.20999999999999996,7,11,8,4,1,3,15,-1,2,1,22,-12,-3,1,-7,-4,-1,0.40000000000000013,0.03999999999999998,0,0,0.1,2,-16,-18,-10,-3,-5,-8,-4,-3,-4,6,-5,1,-8,2,0,2,-3.2
0.33,2022-12-31,2022_2023,0,0,Osasuna,1,1,0.48,1948,46,15,3,6,6,80,1,3,3,30,48,1,15,6,4,0,0.4,2,2,0.19,2056,68,17,9,5,3,89,3,1,4,41,66,2,12,9,2,0,1.4,-1,-1,0.09000000000000002,12,8,7,-1,3,5,3,1,0,2,-20,-16,-3,-5,-5,-1,0,0.6,0.010000000000000009,1,1,0.12000000000000002,-5,41,8,5,2,1,24,1,0,2,3,15,0,1,-2,0,-1,0.5999999999999999
0.36,2022-12-31,2022_2023,0,0,Valencia,3,0,0.44,1990,62,15,7,7,1,87,2,5,5,57,66,1,12,9,1,0,1.4,1,0,0.2,2080,55,10,3,5,2,89,1,7,2,46,64,6,6,11,3,0,2.5,2,-1,-0.19999999999999998,5,-10,1,4,0,-3,1,1,-6,3,-14,17,-2,0,-2,1,0,1.1,0.010000000000000009,1,0,0.13,-26,-15,1,1,1,-1,0,1,2,1,-28,9,3,-11,-5,-1,0,0.19999999999999996
0.35,2023-01-06,2022_2023,2,0,Cadiz,1,0,0.51,1860,49,12,6,5,1,78,3,3,3,70,40,9,7,11,2,0,0.4,1,1,0.14,1985,47,13,4,3,6,80,0,2,7,64,47,6,16,12,4,0,0.4,0,0,-0.33999999999999997,-14,15,2,1,2,-1,0,2,2,3,-10,13,6,-9,-1,-1,0,0.4,0.019999999999999962,-2,1,0.21,20,-15,-2,-3,-4,5,-6,-2,-3,2,7,-19,5,4,3,3,0,-0.6000000000000001
0.42,2023-01-07,2022_2023,0,0,Real Madrid,2,0,0.23,2306,61,19,7,8,4,88,2,9,1,50,55,4,9,6,0,0,2.2,2,1,0.36,2092,52,14,8,6,0,82,4,5,2,42,52,3,12,16,1,0,3.0,0,-1,0.06,1,-5,1,2,-2,1,-1,0,2,-2,-20,-18,0,-3,-10,-3,0,0.2999999999999998,0.02999999999999997,1,1,-0.07,7,-2,4,5,1,-2,-6,3,-2,0,-3,-11,-3,6,5,-2,0,1.8
0.35,2023-01-07,2022_2023,0,0,Real Valladolid,0,0,0.44,1874,38,14,4,5,5,82,0,5,5,60,44,5,7,9,2,1,0.6,0,0,0.21,1924,44,3,0,3,0,73,1,2,4,46,51,4,19,10,1,0,1.2,0,0,-0.050000000000000044,-7,-18,6,4,-2,4,5,0,3,4,2,-8,2,1,-11,1,1,0.09999999999999998,0.02999999999999997,-1,-1,-0.06,18,7,-6,-3,0,-3,-1,-1,0,3,3,12,-1,5,-7,-4,0,-0.7000000000000001
0.38,2023-01-07,2022_2023,1,0,Girona,2,1,0.36,1867,59,16,7,8,1,83,0,2,2,80,70,2,14,12,3,0,1.2,1,0,0.25,1896,22,4,1,0,3,67,0,2,1,41,53,5,15,10,6,1,1.5,0,0,0.010000000000000009,12,4,-5,4,-4,-5,1,-3,-3,-1,21,31,1,5,-3,1,0,0.0,-0.020000000000000018,1,0,0.20000000000000007,-7,-21,-10,-5,-4,-1,-18,-1,-2,0,-14,17,1,4,4,5,1,-0.20000000000000007
0.35,2023-01-08,2022_2023,2,0,Real Sociedad,2,1,0.21,2065,50,9,2,6,1,77,1,3,3,53,71,3,10,14,1,0,1.7,1,1,0.44,1881,50,19,10,4,5,80,2,2,5,75,60,5,14,6,0,0,0.6,0,-1,-0.14,12,-17,-8,-7,1,-2,-12,-2,2,-1,12,4,1,-2,5,-1,0,-0.30000000000000004,-0.03999999999999998,0,0,0.13,8,-3,11,7,2,2,3,2,-5,1,25,20,3,-3,0,-6,-1,1.7999999999999998
0.37,2023-01-08,2022_2023,2,0,Real Betis,0,0,0.36,2091,53,9,5,3,1,78,0,2,2,68,40,0,8,14,1,1,0.9,2,1,0.26,1905,40,12,4,4,4,75,1,4,3,61,29,5,14,14,2,0,1.6,0,0,-0.07,-20,15,4,4,2,-2,4,0,-3,-2,10,7,-4,-1,2,0,0,0.3,0.010000000000000009,2,1,0.12,1,-18,2,1,-1,2,-7,1,-1,-1,24,-15,2,-5,-2,-5,0,0.6
0.33,2023-01-08,2022_2023,0,0,Getafe,2,0,0.5,1908,55,14,6,3,5,78,1,4,1,63,48,0,10,19,0,0,0.7,1,0,0.17,1996,56,7,5,2,0,84,0,6,1,73,47,4,13,11,2,1,1.2,2,0,-0.07,-8,10,3,3,-2,2,6,1,-2,-3,9,-11,-2,2,3,-4,0,0.7999999999999999,-0.04999999999999999,0,-1,0.08000000000000002,-12,24,1,2,-1,0,8,-1,4,1,23,14,-3,4,-1,0,-1,0.09999999999999998
0.39,2023-01-08,2022_2023,2,0,Barcelona,1,1,0.26,2200,77,21,6,10,5,91,3,10,0,72,46,0,11,15,5,1,0.7,2,0,0.35,2091,62,18,4,11,3,88,2,3,2,54,84,1,14,19,1,1,1.7,-1,1,-0.06,6,24,12,3,5,4,9,2,4,-2,6,-5,-2,5,1,3,-1,1.4000000000000001,0.0,2,0,-0.15000000000000002,-12,0,1,-1,6,-4,2,0,-2,-2,-19,23,-1,-3,5,-2,1,0.3999999999999999
