date,home,away,venue,attendance,home_possiosson,away_possiosson,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_blocked,away_blocked,home_passing_percent,away_passing_percent,home_clear_cut_chances,away_clear_cut_chances,home_corners,away_corners,home_offsides,away_offsides,home_tackles_percent,away_tackles_percent,home_aerial_duels,away_aerial_duels,home_saves,away_saves,home_fouls_committed,away_fouls_committed,home_fouls_won,away_fouls_won,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
Friday 18th August,Valencia,Las Palmas,Mestalla,36019.0,47.5,52.5,22,5,6,4,10,1,6,0,82.0,83.8,0,0,5,2,2,1,56.3,52.9,50.0,50.0,4,5,25,13,13,24,3,2,0,1
Sunday 19th May,Real Madrid,Real Betis,Santiago Bernabeu,49879.0,47.1,52.9,9,9,2,7,6,2,1,0,86.1,85.0,1,3,1,5,1,4,72.7,45.8,55.6,44.4,5,2,18,10,10,15,4,1,0,0
Sunday 19th May,Eibar,Barcelona,Estadio Municipal de Ipura,5184.0,39.2,60.8,18,8,8,3,10,4,0,1,72.8,85.9,1,2,5,2,0,6,22.2,40.0,38.3,61.7,1,6,17,5,5,17,4,2,0,0
Saturday 18th May,Levante,Atletico Madrid,Ciutat de Valencia,20073.0,46.4,53.6,17,17,7,8,9,5,1,4,84.4,86.2,5,1,6,4,0,0,59.1,46.7,66.7,33.3,6,5,9,7,7,9,0,1,0,1
Saturday 18th May,Espanyol,Real Sociedad,Cornella - El Prat,25700.0,37.4,62.6,10,11,4,2,5,5,1,4,72.5,82.1,3,0,4,5,3,1,57.9,58.8,50.0,50.0,2,2,13,13,12,13,3,2,0,0
Saturday 18th May,Getafe,Villarreal,Coliseum Alfonso Perez,13579.0,40.8,59.2,17,8,5,4,9,2,3,2,67.2,75.3,6,2,6,4,6,4,50.0,47.4,51.2,48.8,2,3,16,20,18,14,2,3,0,0
Saturday 18th May,Real Valladolid,Valencia,Jose Zorrilla,21618.0,49.6,50.4,19,9,4,6,7,2,8,1,83.8,85.8,0,2,8,2,1,3,50.0,31.3,52.6,47.4,4,4,12,10,9,12,1,4,0,0
Saturday 18th May,Sevilla,Athletic Bilbao,Ramon Sanchez Pizjuan,28134.0,46.6,53.4,9,10,3,1,5,6,1,3,69.8,74.3,1,1,2,3,4,0,63.2,63.2,47.9,52.1,1,2,14,19,19,14,4,2,0,0
Saturday 18th May,Alaves,Girona,Mendizorroza,10282.0,43.4,56.6,14,13,7,4,5,7,2,2,72.8,80.5,1,2,6,4,1,4,40.9,47.1,41.5,58.5,3,5,13,10,9,13,3,3,0,0
Saturday 18th May,Celta Vigo,Rayo Vallecano,Balaidos,21606.0,45.1,54.9,14,11,5,4,4,3,5,4,78.9,85.2,1,0,3,5,1,2,41.2,72.7,54.2,45.8,2,3,16,20,17,16,0,4,0,0
Saturday 18th May,SD Huesca,Leganes,El Alcoraz,5630.0,50.4,49.6,15,9,6,1,6,6,3,2,76.5,74.3,2,1,4,6,1,2,42.9,59.3,46.3,53.7,1,4,18,12,11,16,0,1,0,0
Sunday 12th May,Athletic Bilbao,Celta Vigo,San Mames,42494.0,51.6,48.4,8,4,4,2,1,1,3,1,82.9,79.5,1,1,3,3,1,1,66.7,62.5,56.9,43.1,1,1,16,18,17,14,4,3,0,0
Sunday 12th May,Atletico Madrid,Sevilla,Wanda Metropolitano,60234.0,48.4,51.6,11,11,4,5,5,4,2,2,86.1,86.1,2,1,5,7,7,5,69.2,75.0,62.5,37.5,4,3,16,12,11,15,5,4,0,0
Sunday 12th May,Barcelona,Getafe,Camp Nou,57088.0,79.2,20.8,13,11,8,0,4,8,1,3,88.8,57.0,4,2,4,3,1,5,80.0,50.0,40.0,60.0,0,7,9,13,12,9,1,3,0,0
Sunday 12th May,Girona,Levante,Municipal de Montilivi,13342.0,59.5,40.5,14,7,6,3,4,4,4,0,75.3,61.9,1,2,9,2,2,0,72.4,63.6,47.7,52.3,1,5,15,16,16,15,2,3,0,0
Sunday 12th May,Leganes,Espanyol,Butarque,10597.0,46.7,53.3,11,19,4,7,5,9,2,3,79.8,84.3,0,2,6,7,2,6,54.5,46.7,51.7,48.3,5,4,11,9,8,8,2,1,1,0
Sunday 12th May,Rayo Vallecano,Real Valladolid,Campo de Futbol de Vallecas,10040.0,70.2,29.8,16,9,5,6,10,2,1,1,86.7,57.8,3,1,4,2,3,2,60.0,75.0,52.9,47.1,4,4,13,9,7,13,2,2,0,0
Sunday 12th May,Real Betis,SD Huesca,Benito Villamarin,28078.0,61.8,38.2,17,9,8,2,6,3,3,4,87.9,78.0,2,0,9,2,1,3,20.0,55.0,41.7,58.3,1,6,13,15,15,13,3,5,0,1
Sunday 12th May,Real Sociedad,Real Madrid,Anoeta,27322.0,54.0,46.0,19,6,7,2,7,2,5,2,86.5,83.7,2,2,5,2,3,3,80.0,35.7,50.0,50.0,1,4,12,16,13,12,1,2,0,1
Sunday 12th May,Valencia,Alaves,Mestalla,37744.0,43.3,56.7,10,10,4,3,5,5,1,2,72.0,77.3,2,1,7,4,3,0,47.8,60.0,54.4,45.6,2,1,9,14,14,9,2,5,0,0
Sunday 12th May,Villarreal,Eibar,Estadio de la Ceramica,17901.0,41.9,58.1,11,5,3,0,6,4,2,1,67.9,75.3,4,0,5,3,6,6,63.6,64.7,44.9,55.1,0,2,11,14,13,10,3,2,0,0
Sunday 5th May,Getafe,Girona,Coliseum Alfonso Perez,10615.0,40.6,59.4,13,4,8,2,5,2,0,0,65.7,75.4,2,1,1,3,1,2,63.6,35.3,61.5,38.5,2,6,15,13,12,13,3,3,0,1
Sunday 5th May,Eibar,Real Betis,Estadio Municipal de Ipura,4725.0,45.9,54.1,14,12,6,6,6,6,2,0,73.0,74.1,0,3,11,8,1,3,57.1,69.2,60.0,40.0,6,5,15,7,7,14,3,2,0,0
Sunday 5th May,Real Madrid,Villarreal,Santiago Bernabeu,46294.0,59.8,40.2,24,15,11,7,8,7,5,1,88.4,84.6,1,1,8,4,3,3,42.9,60.0,25.0,75.0,5,8,9,14,13,9,0,3,0,0
Sunday 5th May,Real Valladolid,Athletic Bilbao,Jose Zorrilla,21151.0,40.3,59.7,10,9,3,1,6,6,1,2,66.9,76.9,2,2,1,3,1,1,81.8,60.0,41.8,58.2,1,2,14,22,20,13,5,5,0,0
Sunday 5th May,SD Huesca,Valencia,El Alcoraz,6378.0,51.3,48.7,24,10,4,7,15,2,5,1,82.4,83.1,1,4,7,5,0,0,80.0,50.0,63.3,36.7,2,2,10,9,8,10,2,1,0,0
Saturday 4th May,Levante,Rayo Vallecano,Ciutat de Valencia,19868.0,34.9,65.1,12,20,7,3,4,10,1,7,64.9,82.6,3,2,6,7,4,0,69.6,84.6,65.4,34.6,2,3,17,12,12,17,1,2,0,1
Saturday 4th May,Espanyol,Atletico Madrid,Cornella - El Prat,20207.0,49.8,50.2,11,11,5,3,4,3,2,5,85.2,84.8,1,0,5,6,0,2,50.0,72.0,57.1,42.9,3,3,11,14,11,11,1,2,0,0
Saturday 4th May,Alaves,Real Sociedad,Mendizorroza,18509.0,50.4,49.6,18,9,6,2,9,4,3,3,73.2,72.9,0,0,13,6,3,2,75.0,33.3,62.5,37.5,2,6,7,22,22,7,1,3,0,0
Saturday 4th May,Celta Vigo,Barcelona,Balaidos,22519.0,34.8,65.2,14,8,6,1,5,5,3,2,83.2,90.5,1,0,11,1,2,1,53.8,75.0,60.9,39.1,1,4,11,13,12,11,1,5,0,0
Friday 3rd May,Sevilla,Leganes,Ramon Sanchez Pizjuan,32797.0,64.2,35.8,7,9,3,5,3,3,1,1,80.2,67.0,0,1,3,4,3,3,70.6,61.1,34.7,65.3,2,3,11,23,22,11,1,1,0,0
Monday 29th April,Real Betis,Espanyol,Benito Villamarin,30561.0,53.5,46.5,18,10,5,4,8,6,5,0,84.8,82.2,2,2,6,5,1,2,63.6,36.4,48.4,51.6,2,5,16,14,12,16,4,1,0,0
Sunday 28th April,Valencia,Eibar,Mestalla,35518.0,48.8,51.2,7,13,2,3,3,7,2,3,77.4,75.2,1,1,7,6,6,1,56.3,54.5,56.0,44.0,3,2,10,15,15,9,2,3,0,0
Sunday 28th April,Girona,Sevilla,Municipal de Montilivi,11149.0,43.0,57.0,15,7,4,3,9,2,2,2,75.5,81.4,1,1,3,6,5,0,65.5,73.3,53.8,46.2,3,3,12,18,18,12,1,2,0,1
Sunday 28th April,Real Sociedad,Getafe,Anoeta,19354.0,50.4,49.6,11,12,7,3,3,2,1,7,70.3,63.3,3,0,5,7,3,1,36.4,70.6,70.0,30.0,2,5,17,14,13,15,2,3,0,0
Sunday 28th April,Villarreal,SD Huesca,Estadio de la Ceramica,17880.0,46.7,53.3,18,14,5,3,9,8,4,3,76.6,76.7,0,1,0,1,1,3,54.5,41.9,50.0,50.0,2,4,15,22,22,13,5,2,0,1
Sunday 28th April,Rayo Vallecano,Real Madrid,Campo de Futbol de Vallecas,13130.0,48.8,51.2,12,9,5,3,3,3,4,3,80.9,82.0,1,0,6,6,3,6,60.0,77.3,59.4,40.6,3,3,21,6,6,21,2,5,0,0
Saturday 27th April,Athletic Bilbao,Alaves,San Mames,40576.0,62.0,38.0,14,14,1,3,9,4,4,7,78.4,65.9,2,2,8,6,2,0,22.2,70.0,59.7,40.3,2,0,14,17,16,13,2,2,0,0
Saturday 27th April,Atletico Madrid,Real Valladolid,Wanda Metropolitano,52969.0,58.6,41.4,13,13,1,4,6,7,6,2,85.5,76.8,0,0,7,3,0,0,66.7,45.5,55.3,44.7,4,1,19,12,12,19,4,2,0,0
Saturday 27th April,Leganes,Celta Vigo,Butarque,10324.0,47.2,52.8,10,8,1,2,7,4,2,2,74.0,76.5,0,0,4,6,1,1,78.6,76.9,57.1,42.9,1,1,16,5,5,16,1,0,0,0
Saturday 27th April,Barcelona,Levante,Camp Nou,90603.0,62.2,37.8,23,7,12,2,7,3,4,2,87.0,79.5,3,2,6,3,1,0,47.4,46.7,33.3,66.7,2,11,17,12,10,13,4,3,0,0
Thursday 25th April,Sevilla,Rayo Vallecano,Ramon Sanchez Pizjuan,31636.0,49.1,50.9,21,12,11,3,10,9,0,0,73.8,82.0,5,1,5,4,5,2,57.1,68.8,41.4,58.6,3,7,10,12,11,10,1,2,0,0
Thursday 25th April,Real Sociedad,Villarreal,Anoeta,20060.0,65.1,34.9,13,8,2,3,7,4,4,1,88.6,76.8,1,1,6,3,1,1,53.3,76.0,51.7,48.3,2,2,11,14,12,10,2,3,0,0
Thursday 25th April,Getafe,Real Madrid,Coliseum Alfonso Perez,13135.0,32.6,67.4,9,12,5,4,1,4,3,4,59.3,84.3,0,3,9,4,1,3,60.0,52.9,37.5,62.5,4,5,17,15,14,16,1,3,0,0
Wednesday 24th April,Atletico Madrid,Valencia,Wanda Metropolitano,43531.0,56.7,43.3,14,12,6,4,6,6,2,2,85.7,85.5,2,2,4,3,2,0,58.3,80.0,47.6,52.4,2,3,17,13,11,16,3,3,0,0
Wednesday 24th April,Espanyol,Celta Vigo,Cornella - El Prat,15680.0,48.1,51.9,9,18,2,6,6,9,1,3,81.0,82.4,3,3,2,4,2,2,27.3,77.8,69.2,30.8,5,1,15,8,8,14,2,1,0,0
Wednesday 24th April,Leganes,Athletic Bilbao,Butarque,4155.0,56.8,43.2,14,3,1,2,10,1,3,0,73.5,72.5,0,1,2,2,2,0,66.7,66.7,50.8,49.2,2,1,11,14,13,10,1,2,0,0
Wednesday 24th April,Levante,Real Betis,Ciutat de Valencia,20394.0,29.9,70.1,6,7,4,2,2,4,0,1,75.1,89.8,2,0,3,4,7,1,72.7,65.0,54.5,45.5,2,0,9,15,15,7,2,3,0,0
Tuesday 23rd April,SD Huesca,Eibar,El Alcoraz,6157.0,47.4,52.6,12,8,3,4,5,4,4,0,63.4,62.5,1,1,5,3,7,3,57.1,47.6,45.9,54.1,4,1,16,16,16,15,4,1,0,0
Tuesday 23rd April,Real Valladolid,Girona,Jose Zorrilla,19106.0,50.3,49.7,13,5,4,0,6,4,3,1,77.5,79.0,2,0,4,5,2,0,50.0,85.7,45.2,54.8,0,3,17,17,17,16,4,3,0,0
Tuesday 23rd April,Alaves,Barcelona,Mendizorroza,18735.0,23.5,76.5,6,16,1,6,4,5,1,5,69.7,87.9,0,3,1,4,1,1,45.0,75.0,43.3,56.7,4,1,19,9,9,17,3,1,0,0
Sunday 21st April,Levante,Espanyol,Ciutat de Valencia,16456.0,50.4,49.6,19,15,5,7,6,6,8,2,72.3,74.8,4,4,12,7,2,0,80.0,66.7,65.5,34.5,5,3,13,15,13,11,2,1,1,0
Sunday 21st April,Getafe,Sevilla,Coliseum Alfonso Perez,11226.0,35.9,64.1,10,12,3,2,2,6,5,4,60.0,75.9,0,1,2,7,2,3,69.2,92.9,55.1,44.9,2,0,19,15,13,18,3,4,1,1
Sunday 21st April,Real Madrid,Athletic Bilbao,Santiago Bernabeu,60566.0,56.8,43.2,11,5,4,3,5,2,2,0,84.6,80.0,6,1,8,2,2,1,59.1,58.3,40.7,59.3,3,1,12,16,16,12,2,4,0,0
Sunday 21st April,Villarreal,Leganes,Estadio de la Ceramica,14661.0,66.6,33.4,11,6,5,2,2,3,4,1,81.8,67.8,1,0,7,4,4,3,42.9,66.7,31.0,69.0,1,3,12,15,15,9,2,1,0,0
Sunday 21st April,Real Betis,Valencia,Benito Villamarin,42263.0,65.8,34.2,23,4,7,3,7,1,9,0,88.9,79.8,2,0,8,2,0,1,50.0,70.0,70.8,29.2,1,6,19,13,10,19,4,0,0,1
Saturday 20th April,Celta Vigo,Girona,Balaidos,20618.0,62.9,37.1,13,9,8,1,4,6,1,2,83.9,76.6,3,0,5,1,2,1,66.7,63.2,43.8,56.3,0,6,7,10,10,7,2,1,0,0
Saturday 20th April,Eibar,Atletico Madrid,Estadio Municipal de Ipura,4725.0,51.6,48.4,10,8,2,4,6,4,2,0,75.7,72.1,1,4,5,8,1,4,71.4,68.2,46.6,53.4,3,2,11,12,11,10,3,1,0,0
Saturday 20th April,Rayo Vallecano,SD Huesca,Campo de Futbol de Vallecas,10541.0,56.1,43.9,16,10,3,3,9,4,4,3,71.0,61.3,1,1,8,3,3,8,75.0,62.5,54.4,45.6,3,3,12,10,10,12,4,2,0,0
Saturday 20th April,Barcelona,Real Sociedad,Camp Nou,75470.0,49.7,50.3,11,9,4,2,5,5,2,2,83.0,82.0,1,2,4,2,6,0,53.8,42.9,60.0,40.0,1,2,11,12,10,10,0,1,0,0
Friday 19th April,Alaves,Real Valladolid,Mendizorroza,10822.0,46.2,53.8,10,12,4,7,5,3,1,2,67.6,70.8,1,1,5,7,1,1,84.6,54.5,52.9,47.1,5,1,17,16,15,16,3,5,0,0
Monday 15th April,Leganes,Real Madrid,Butarque,11638.0,29.4,70.6,5,13,2,6,2,6,1,1,66.3,88.7,1,1,1,5,3,0,61.5,61.5,56.7,43.3,5,1,11,12,11,11,0,3,0,0
Sunday 14th April,Real Valladolid,Getafe,Jose Zorrilla,16953.0,59.9,40.1,8,8,4,3,0,3,4,2,68.8,52.5,1,1,5,3,5,2,42.9,55.6,49.2,50.8,1,2,22,18,17,22,4,2,0,1
Sunday 14th April,Athletic Bilbao,Rayo Vallecano,San Mames,38864.0,46.1,53.9,15,8,9,4,4,2,2,2,72.5,75.6,2,1,3,6,3,2,46.9,71.4,48.6,51.4,2,5,10,16,14,10,1,1,0,1
Sunday 14th April,Real Sociedad,Eibar,Anoeta,24217.0,36.9,63.1,3,17,2,2,1,12,0,3,56.8,71.9,1,2,0,3,7,0,57.1,62.5,49.2,50.8,1,1,15,18,16,15,2,2,0,0
Sunday 14th April,Girona,Villarreal,Municipal de Montilivi,11403.0,58.0,42.0,14,17,5,6,5,6,4,5,85.2,78.8,1,2,9,5,2,1,60.0,56.3,47.2,52.8,5,5,12,11,11,12,2,5,0,0
Sunday 14th April,Valencia,Levante,Mestalla,42220.0,53.4,46.6,23,6,6,3,13,3,4,0,81.6,79.5,1,0,8,3,0,1,53.8,71.4,47.8,52.2,3,3,12,19,18,12,2,2,0,0
Saturday 13th April,Espanyol,Alaves,Cornella - El Prat,17522.0,56.3,43.7,6,13,2,3,2,6,2,4,76.9,74.6,0,0,4,8,4,2,63.6,42.9,46.3,53.7,2,1,12,17,17,11,3,2,0,0
Saturday 13th April,SD Huesca,Barcelona,El Alcoraz,7343.0,25.9,74.1,6,10,1,2,5,5,0,3,62.3,89.0,0,1,6,5,3,8,45.0,45.8,54.5,45.5,2,1,18,13,13,18,1,2,0,0
Saturday 13th April,Atletico Madrid,Celta Vigo,Wanda Metropolitano,55090.0,56.0,44.0,11,10,5,3,4,4,2,3,88.9,84.3,2,0,1,2,2,0,84.2,44.4,52.0,48.0,3,2,9,15,13,9,2,2,0,0
Saturday 13th April,Sevilla,Real Betis,Ramon Sanchez Pizjuan,42877.0,38.4,61.6,11,12,5,7,4,3,2,2,73.4,85.3,3,1,5,4,4,5,64.7,84.6,33.3,66.7,4,2,18,8,8,18,6,3,0,0
Sunday 7th April,Alaves,Leganes,Mendizorroza,13515.0,45.1,54.9,6,9,1,5,3,3,2,1,59.6,71.3,0,2,3,3,2,2,63.6,55.6,68.3,31.7,4,0,17,15,15,16,6,3,0,0
Sunday 7th April,Getafe,Athletic Bilbao,Coliseum Alfonso Perez,11447.0,48.9,51.1,6,10,2,1,3,6,1,3,57.0,57.7,3,0,1,2,4,0,80.0,60.0,45.8,54.2,1,1,16,18,17,13,2,1,0,0
Sunday 7th April,Real Valladolid,Sevilla,Jose Zorrilla,18023.0,39.1,60.9,10,15,5,4,4,7,1,4,72.1,82.6,1,4,6,7,6,2,37.5,62.5,46.8,53.2,2,5,17,12,11,15,3,3,0,0
Sunday 7th April,Celta Vigo,Real Sociedad,Balaidos,20648.0,48.7,51.3,11,14,4,7,5,5,2,2,77.5,80.6,4,0,2,7,1,1,61.3,41.7,62.9,37.1,6,1,16,11,10,14,2,1,0,1
Sunday 7th April,Levante,SD Huesca,Ciutat de Valencia,19409.0,55.1,44.9,14,17,8,4,4,11,2,2,75.1,70.1,2,0,9,1,0,1,71.4,61.3,40.0,60.0,2,6,22,12,11,20,2,4,0,0
Sunday 7th April,Real Betis,Villarreal,Benito Villamarin,28212.0,56.9,43.1,17,10,7,4,6,5,4,1,86.7,77.6,3,2,4,3,1,2,76.9,62.5,48.0,52.0,3,4,15,14,14,13,4,4,0,0
Saturday 6th April,Girona,Espanyol,Municipal de Montilivi,11393.0,55.2,44.8,14,10,5,2,6,5,3,3,82.9,77.6,0,0,1,4,3,2,69.2,83.3,51.9,48.1,1,4,23,20,19,23,5,2,0,0
Saturday 6th April,Real Madrid,Eibar,Santiago Bernabeu,50355.0,56.3,43.7,13,3,7,1,6,1,0,1,80.4,73.1,3,1,5,4,6,3,72.7,82.4,54.8,45.2,0,5,9,15,15,8,0,1,0,0
Saturday 6th April,Rayo Vallecano,Valencia,Campo de Futbol de Vallecas,11187.0,52.2,47.8,15,12,5,3,7,6,3,3,76.7,65.0,3,3,4,7,1,4,63.2,59.1,54.3,45.7,3,3,17,10,9,15,2,3,0,0
Saturday 6th April,Barcelona,Atletico Madrid,Camp Nou,90774.0,64.0,36.0,21,9,10,2,6,4,5,3,90.5,80.3,3,1,5,1,1,0,57.1,45.2,34.6,65.4,2,8,14,12,11,12,3,4,0,1
Thursday 4th April,Sevilla,Alaves,Ramon Sanchez Pizjuan,33212.0,64.0,36.0,18,4,5,1,6,2,7,1,79.5,60.7,3,1,11,1,3,2,66.7,58.8,61.8,38.2,1,3,13,19,16,12,3,4,0,0
Thursday 4th April,Leganes,Real Valladolid,Butarque,10185.0,55.9,44.1,18,8,2,1,14,6,2,1,74.9,62.0,2,0,3,4,1,2,54.5,87.5,56.1,43.9,1,1,13,11,11,12,2,2,0,0
Thursday 4th April,Real Sociedad,Real Betis,Anoeta,16417.0,36.1,63.9,15,11,7,6,6,3,2,2,77.5,87.7,2,2,3,6,1,2,56.3,44.4,62.5,37.5,5,5,12,13,13,11,2,3,0,0
Wednesday 3rd April,Athletic Bilbao,Levante,San Mames,36450.0,40.2,59.8,14,11,7,6,5,2,2,3,70.5,77.4,2,1,2,9,1,1,59.4,58.8,64.9,35.1,4,4,13,14,14,12,3,5,0,1
Wednesday 3rd April,Eibar,Rayo Vallecano,Estadio Municipal de Ipura,3940.0,45.1,54.9,12,14,6,3,5,7,1,4,62.5,65.9,2,0,2,6,2,5,55.6,63.6,57.6,42.4,2,4,14,9,8,14,1,2,0,0
Wednesday 3rd April,SD Huesca,Celta Vigo,El Alcoraz,6552.0,52.8,47.2,22,11,6,5,12,3,4,3,69.1,70.4,2,3,5,0,0,5,38.5,61.1,63.5,36.5,2,3,9,12,11,9,2,3,0,0
Wednesday 3rd April,Valencia,Real Madrid,Mestalla,44274.0,31.9,68.1,11,15,4,5,6,7,1,3,78.1,90.2,3,1,6,6,2,1,71.4,56.3,59.1,40.9,4,2,9,13,10,9,1,2,0,0
Tuesday 2nd April,Atletico Madrid,Girona,Wanda Metropolitano,40863.0,48.7,51.3,17,12,7,4,7,6,3,2,82.5,84.9,5,1,4,3,2,0,73.7,58.3,68.2,31.8,4,6,10,9,9,10,1,0,0,0
Tuesday 2nd April,Espanyol,Getafe,Cornella - El Prat,16322.0,50.8,49.2,9,13,3,3,4,4,2,6,69.2,66.3,1,2,5,4,3,1,55.6,18.2,51.9,48.1,2,2,14,14,13,13,4,3,0,0
Tuesday 2nd April,Villarreal,Barcelona,Estadio de la Ceramica,19515.0,32.2,67.8,16,15,9,9,5,4,2,2,80.1,89.8,2,4,5,4,2,4,56.3,75.0,66.7,33.3,5,5,10,10,9,10,2,7,1,0
Sunday 31st March,Levante,Eibar,Ciutat de Valencia,16198.0,40.4,59.6,7,17,2,3,3,7,2,7,63.6,74.9,4,2,6,7,3,2,72.2,61.1,27.3,72.7,1,0,9,12,12,9,2,1,0,0
Sunday 31st March,Rayo Vallecano,Real Betis,Campo de Futbol de Vallecas,12105.0,45.9,54.1,20,7,5,2,9,2,6,3,74.9,77.8,4,0,6,3,1,4,44.0,41.4,60.9,39.1,1,4,22,9,7,20,5,3,1,0
Sunday 31st March,Sevilla,Valencia,Ramon Sanchez Pizjuan,38510.0,60.0,40.0,17,4,5,2,9,2,3,0,82.9,73.9,0,0,5,3,4,1,54.5,70.6,50.0,50.0,1,5,18,9,7,18,3,1,0,0
Sunday 31st March,Real Valladolid,Real Sociedad,Jose Zorrilla,18783.0,40.7,59.3,11,10,4,1,5,5,2,4,76.0,85.6,3,2,7,5,3,2,53.8,68.8,48.3,51.7,0,2,18,8,7,18,4,1,0,0
Sunday 31st March,Real Madrid,SD Huesca,Santiago Bernabeu,49293.0,71.0,29.0,16,15,8,3,7,9,1,3,89.7,75.5,6,1,4,6,3,0,58.3,65.0,32.0,68.0,1,5,9,18,18,9,1,3,0,0
Saturday 30th March,Getafe,Leganes,Coliseum Alfonso Perez,11894.0,56.2,43.8,9,7,2,3,6,3,1,1,71.3,58.9,1,0,3,4,0,4,62.5,73.7,42.0,58.0,1,2,15,25,24,12,5,2,0,0
Saturday 30th March,Barcelona,Espanyol,Camp Nou,91077.0,69.9,30.1,13,4,3,2,7,0,3,2,87.7,72.3,0,0,5,2,2,3,80.0,76.2,48.0,52.0,2,2,15,14,14,14,0,4,0,0
Saturday 30th March,Celta Vigo,Villarreal,Balaidos,22564.0,63.7,36.3,15,14,6,5,7,7,2,2,87.5,76.1,1,3,10,7,2,1,68.4,61.1,66.7,33.3,3,3,7,8,8,6,1,3,0,0
Saturday 30th March,Alaves,Atletico Madrid,Mendizorroza,16665.0,44.0,56.0,14,11,4,7,7,2,3,2,74.7,80.4,1,3,9,2,0,2,56.3,64.3,53.3,46.7,3,3,10,8,6,8,2,2,0,0
Friday 29th March,Girona,Athletic Bilbao,Municipal de Montilivi,10516.0,49.0,51.0,6,8,2,5,1,2,3,1,76.8,78.2,1,2,3,3,1,4,76.9,81.8,40.5,59.5,3,1,18,18,16,18,2,4,0,0
Sunday 17th March,Eibar,Real Valladolid,Estadio Municipal de Ipura,3956.0,62.2,37.8,15,8,3,3,11,4,1,1,74.6,63.8,2,2,5,0,4,5,71.4,47.6,62.1,37.9,1,2,16,14,12,16,4,3,0,0
Sunday 17th March,Espanyol,Sevilla,Cornella - El Prat,19573.0,50.3,49.7,13,12,3,3,7,3,3,6,77.7,78.2,0,0,6,5,2,5,66.7,57.1,49.0,51.0,2,3,11,14,14,11,1,2,1,1
Sunday 17th March,Valencia,Getafe,Mestalla,41870.0,62.7,37.3,8,9,2,1,5,4,1,4,76.1,55.6,1,0,3,5,6,3,58.3,82.4,62.7,37.3,1,2,13,22,21,13,3,4,0,0
Sunday 17th March,Villarreal,Rayo Vallecano,Estadio de la Ceramica,16928.0,54.2,45.8,12,7,4,3,4,1,4,3,85.1,78.2,2,0,5,5,3,3,45.5,52.2,47.4,52.6,2,1,16,7,5,16,3,3,0,0
Sunday 17th March,Real Betis,Barcelona,Benito Villamarin,53443.0,56.0,44.0,13,16,3,9,2,6,8,1,87.1,87.2,1,4,3,7,1,2,63.2,71.4,29.4,70.6,5,2,10,11,8,10,1,2,0,0
Saturday 16th March,SD Huesca,Alaves,El Alcoraz,6864.0,54.7,45.3,7,12,1,5,6,5,0,2,69.9,66.8,1,2,2,2,1,3,63.6,69.2,45.3,54.7,2,1,21,23,20,19,1,3,0,0
Saturday 16th March,Real Madrid,Celta Vigo,Santiago Bernabeu,61971.0,53.0,47.0,22,6,7,1,6,1,9,4,88.2,86.9,4,0,9,2,2,2,43.8,53.8,37.5,62.5,1,5,15,8,8,14,1,0,0,0
Saturday 16th March,Athletic Bilbao,Atletico Madrid,San Mames,39735.0,47.7,52.3,8,9,5,2,3,5,0,2,76.0,75.5,1,1,1,7,0,3,38.9,76.5,55.1,44.9,2,3,12,4,4,12,3,1,0,0
Saturday 16th March,Leganes,Girona,Butarque,9507.0,53.4,46.6,12,8,3,4,4,4,5,0,76.9,74.6,0,3,6,2,2,0,52.4,50.0,57.4,42.6,2,3,20,6,5,18,8,1,0,0
Friday 15th March,Real Sociedad,Levante,Anoeta,20541.0,58.2,41.8,23,8,7,3,13,1,3,4,80.3,71.8,4,0,5,3,5,4,46.2,76.5,56.7,43.3,2,6,10,12,12,10,2,2,0,0
Sunday 10th March,Celta Vigo,Real Betis,Balaidos,18132.0,37.6,62.4,7,14,1,4,6,6,0,4,82.4,88.3,0,2,4,4,6,1,53.8,52.6,47.8,52.2,3,1,17,16,15,16,3,0,0,0
Sunday 10th March,Girona,Valencia,Municipal de Montilivi,11502.0,60.2,39.8,17,11,7,6,6,2,4,3,84.4,78.5,1,2,6,1,0,4,60.0,54.5,63.4,36.6,3,5,13,10,7,12,1,2,0,1
Sunday 10th March,Levante,Villarreal,Ciutat de Valencia,19621.0,51.5,48.5,11,13,3,5,6,5,2,3,78.1,79.7,2,1,8,2,2,2,54.5,43.8,21.9,78.1,4,3,8,21,20,8,3,5,0,0
Sunday 10th March,Sevilla,Real Sociedad,Ramon Sanchez Pizjuan,35971.0,49.3,50.7,21,9,10,2,6,6,5,1,76.9,77.6,2,1,7,2,5,2,70.0,42.9,35.5,64.5,0,5,12,13,12,11,2,2,0,0
Sunday 10th March,Real Valladolid,Real Madrid,Jose Zorrilla,21914.0,37.7,62.3,10,15,2,6,7,5,1,4,80.7,88.6,2,5,5,12,5,1,41.7,64.3,37.0,63.0,2,1,14,12,11,13,1,4,0,1
Saturday 9th March,Alaves,Eibar,Mendizorroza,15175.0,43.5,56.5,16,20,3,3,10,12,3,5,60.8,68.6,3,4,3,5,0,3,60.0,62.5,61.4,38.6,2,2,10,18,17,10,1,1,0,0
