date,home,away,venue,attendance,home_possiosson,away_possiosson,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_blocked,away_blocked,home_passing_percent,away_passing_percent,home_clear_cut_chances,away_clear_cut_chances,home_corners,away_corners,home_offsides,away_offsides,home_tackles_percent,away_tackles_percent,home_aerial_duels,away_aerial_duels,home_saves,away_saves,home_fouls_committed,away_fouls_committed,home_fouls_won,away_fouls_won,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
Sunday 21st November,Elche,Real Betis,Martinez Valero,16127.0,57.6,42.4,14,9,4,4,7,5,3,0,88.0,80.9,1,2,10,1,1,2,61.5,46.2,42.1,57.9,1,4,12,14,13,11,1,1,0,1
Sunday 21st November,Real Sociedad,Valencia,Reale Seguros Stadium,28635.0,62.2,37.8,9,8,2,3,2,1,5,4,79.2,64.5,0,0,2,4,3,0,52.6,61.1,51.2,48.8,3,2,11,16,16,11,4,7,1,0
Saturday 20th November,Celta Vigo,Villarreal,Balaidos,10086.0,56.7,43.3,12,18,3,6,7,9,2,3,80.0,74.9,0,3,3,5,6,0,72.7,57.1,59.5,40.5,5,2,14,17,16,14,1,1,0,0
Saturday 20th November,Sevilla,Alaves,Ramon Sanchez Pizjuan,25208.0,68.3,31.7,16,8,6,3,8,4,2,1,81.6,55.0,1,1,5,2,5,1,26.7,36.4,40.5,59.5,1,4,14,17,17,12,4,4,0,0
Saturday 20th November,Atletico Madrid,Osasuna,Wanda Metropolitano,53261.0,60.9,39.1,15,9,2,3,9,2,4,4,85.4,74.6,2,0,7,4,4,0,85.7,37.5,47.5,52.5,3,1,7,8,8,7,2,2,0,0
Saturday 20th November,Barcelona,Espanyol,Camp Nou,74418.0,65.3,34.7,16,12,6,2,4,9,6,1,89.3,79.6,0,2,4,4,7,1,43.8,56.3,57.1,42.9,3,5,17,9,9,17,4,2,0,0
Friday 19th November,Levante,Athletic Bilbao,Ciutat de Valencia,15230.0,48.7,51.3,15,7,2,2,5,3,8,2,75.1,74.4,0,0,6,3,1,2,50.0,38.9,65.0,35.0,2,2,16,7,7,15,2,1,0,0
Sunday 7th November,Villarreal,Getafe,Estadio de la Ceramica,13504.0,67.1,32.9,10,5,4,2,3,2,3,1,84.6,69.6,3,0,6,4,6,2,60.0,58.3,68.2,31.8,2,3,12,13,13,11,1,2,0,0
Sunday 7th November,Valencia,Atletico Madrid,Mestalla,37472.0,48.3,51.7,11,13,5,7,4,5,2,1,76.1,80.2,2,2,9,0,0,0,61.5,50.0,45.5,54.5,4,3,12,17,17,12,2,2,0,0
Sunday 7th November,Osasuna,Real Sociedad,El Sadar,21741.0,42.9,57.1,6,9,2,4,2,3,2,2,81.0,84.9,0,1,5,2,2,3,71.4,66.7,54.5,45.5,1,2,11,12,12,9,0,2,0,0
Sunday 7th November,Real Mallorca,Elche,Iberostar Estadi,12933.0,51.5,48.5,18,7,6,2,3,2,9,3,81.6,75.6,3,1,3,3,6,0,41.7,52.9,40.9,59.1,0,4,11,19,19,10,2,3,0,0
Sunday 7th November,Real Betis,Sevilla,Benito Villamarin,50534.0,25.6,74.4,8,12,1,2,3,8,4,2,68.6,91.0,0,1,2,1,1,4,53.8,41.7,40.0,60.0,1,1,12,13,12,12,1,1,1,0
Saturday 6th November,Espanyol,Granada,Cornella - El Prat,19050.0,43.1,56.9,17,18,6,5,8,9,3,4,83.8,85.7,4,3,5,3,3,2,41.7,71.4,28.6,71.4,5,4,12,8,8,11,1,1,0,0
Saturday 6th November,Celta Vigo,Barcelona,Balaidos,13146.0,52.4,47.6,18,10,4,6,11,4,3,0,83.5,85.9,2,1,3,1,2,2,66.7,35.7,54.5,45.5,3,1,18,18,16,16,3,6,0,0
Saturday 6th November,Alaves,Levante,Mendizorroza,12176.0,60.5,39.5,10,12,3,7,5,4,2,1,77.3,68.3,1,1,1,3,2,2,66.7,58.3,61.8,38.2,6,1,21,17,16,19,3,3,0,0
Saturday 6th November,Real Madrid,Rayo Vallecano,Santiago Bernabeu,43283.0,54.6,45.4,15,19,7,7,6,7,2,5,88.6,89.2,3,1,4,5,4,0,70.0,47.1,40.0,60.0,5,5,8,14,12,8,1,2,0,0
Friday 5th November,Athletic Bilbao,Cadiz,San Mames,37581.0,70.3,29.7,15,8,5,4,6,1,4,3,80.7,55.4,0,0,5,1,1,0,30.0,59.3,38.5,61.5,3,4,14,19,17,14,3,1,0,0
Monday 1st November,Rayo Vallecano,Celta Vigo,Campo de Futbol de Vallecas,9580.0,53.0,47.0,11,10,5,4,5,3,1,3,71.5,66.8,0,0,4,7,3,3,90.9,78.6,44.2,55.8,4,5,13,14,12,13,2,5,0,0
Monday 1st November,Levante,Granada,Ciutat de Valencia,14512.0,47.7,52.3,12,12,3,6,6,3,3,3,78.4,78.3,1,1,3,5,3,1,33.3,46.7,62.5,37.5,3,3,14,13,13,13,4,2,0,0
Sunday 31st October,Cadiz,Real Mallorca,Ramon de Carranza,11790.0,43.5,56.5,13,11,2,5,6,6,5,0,72.0,77.4,0,1,6,5,4,2,59.1,70.4,54.5,45.5,4,1,14,16,15,13,3,5,0,1
Sunday 31st October,Atletico Madrid,Real Betis,Wanda Metropolitano,56838.0,46.8,53.2,18,8,9,1,7,3,2,4,82.7,83.2,7,1,13,0,3,1,52.9,53.3,71.4,28.6,1,7,11,12,12,11,0,0,0,0
Sunday 31st October,Getafe,Espanyol,Coliseum Alfonso Perez,4721.0,43.9,56.1,12,10,7,3,4,4,1,3,75.6,78.1,0,1,6,11,1,2,57.1,75.0,61.1,38.9,2,5,18,12,11,18,7,4,0,0
Sunday 31st October,Real Sociedad,Athletic Bilbao,Reale Seguros Stadium,37066.0,54.2,45.8,8,11,3,5,4,0,1,6,85.1,78.4,0,1,2,7,4,4,64.3,71.4,57.1,42.9,4,2,21,14,14,18,4,1,0,1
Saturday 30th October,Elche,Real Madrid,Martinez Valero,23010.0,43.7,56.3,13,17,4,5,5,7,4,5,87.9,90.2,2,3,5,4,1,1,57.1,37.5,35.7,64.3,3,3,11,13,12,10,0,0,1,0
Saturday 30th October,Sevilla,Osasuna,Ramon Sanchez Pizjuan,20335.0,64.2,35.8,16,10,4,3,5,4,7,3,81.7,62.1,4,1,4,5,5,3,71.4,71.4,54.5,45.5,3,2,17,10,10,17,2,2,0,0
Saturday 30th October,Valencia,Villarreal,Mestalla,31487.0,25.0,75.0,9,11,3,1,5,6,1,4,57.4,85.3,2,1,7,6,4,2,73.7,72.7,37.1,62.9,1,0,19,17,17,18,2,4,0,0
Saturday 30th October,Barcelona,Alaves,Camp Nou,37278.0,79.4,20.6,16,3,5,2,8,1,3,0,90.9,64.2,3,1,9,0,1,2,71.4,52.9,46.2,53.8,1,4,11,11,11,8,0,2,0,0
Thursday 28th October,Celta Vigo,Real Sociedad,Balaidos,8726.0,57.0,43.0,14,11,6,4,5,3,3,4,82.5,75.4,1,0,7,6,3,0,39.1,63.2,39.5,60.5,2,6,12,11,10,11,1,0,0,0
Thursday 28th October,Granada,Getafe,Estadio Los Carmenes,13651.0,76.6,23.4,18,6,3,4,11,2,4,0,83.1,59.0,1,1,5,0,3,2,70.6,58.3,41.5,58.5,3,2,10,15,12,10,1,4,0,0
Thursday 28th October,Levante,Atletico Madrid,Ciutat de Valencia,16298.0,34.9,65.1,10,7,3,3,4,3,3,1,77.0,86.3,1,1,5,2,4,4,75.0,71.4,27.3,72.7,1,1,15,11,8,15,1,5,1,0
Wednesday 27th October,Rayo Vallecano,Barcelona,Campo de Futbol de Vallecas,9340.0,31.3,68.7,12,16,3,1,5,9,4,6,70.8,87.7,0,4,3,7,5,1,54.5,54.5,41.7,58.3,1,2,17,12,11,17,2,2,0,0
Wednesday 27th October,Real Mallorca,Sevilla,Iberostar Estadi,15125.0,30.2,69.8,11,10,4,3,3,6,4,1,72.5,88.1,1,3,4,2,1,2,50.0,62.5,34.5,65.5,2,3,16,14,13,15,4,6,1,0
Wednesday 27th October,Real Betis,Valencia,Benito Villamarin,43123.0,61.1,38.9,14,10,9,4,2,5,3,1,77.9,63.9,1,2,4,7,2,1,56.3,35.7,63.6,36.4,3,5,14,19,18,13,2,5,0,0
Wednesday 27th October,Real Madrid,Osasuna,Santiago Bernabeu,35691.0,74.7,25.3,17,7,3,0,11,7,3,0,90.2,67.5,0,1,11,3,5,0,42.9,71.4,44.4,55.6,0,3,12,10,9,12,1,1,0,0
Tuesday 26th October,Alaves,Elche,Mendizorroza,10206.0,38.3,61.7,16,4,5,1,6,1,5,2,79.2,83.8,3,0,4,7,2,2,52.6,50.0,50.0,50.0,1,4,13,9,9,13,1,1,0,0
Tuesday 26th October,Espanyol,Athletic Bilbao,Cornella - El Prat,16196.0,45.9,54.1,14,23,3,7,7,9,4,7,84.4,86.0,0,4,8,12,0,2,36.4,64.7,20.0,80.0,5,2,7,12,10,6,1,2,1,0
Tuesday 26th October,Villarreal,Cadiz,Estadio de la Ceramica,12190.0,77.5,22.5,14,9,5,4,5,4,4,1,86.6,62.3,4,3,8,2,4,8,80.0,50.0,47.8,52.2,1,2,13,9,9,11,3,6,0,0
Monday 25th October,Getafe,Celta Vigo,Coliseum Alfonso Perez,7630.0,34.4,65.6,11,16,2,8,6,6,3,2,74.8,85.2,0,4,2,7,0,1,81.8,35.7,36.4,63.6,5,2,15,11,11,15,2,2,2,0
Sunday 24th October,Sevilla,Levante,Ramon Sanchez Pizjuan,30601.0,60.8,39.2,18,12,11,7,4,5,3,0,88.0,84.6,4,1,10,4,2,0,94.4,57.1,55.0,45.0,4,6,13,6,6,11,1,2,0,0
Sunday 24th October,Barcelona,Real Madrid,Camp Nou,86422.0,51.6,48.4,12,10,2,5,6,3,4,2,88.9,83.9,2,2,7,4,2,5,34.8,50.0,30.8,69.2,3,1,17,13,12,15,1,1,0,0
Sunday 24th October,Real Betis,Rayo Vallecano,Benito Villamarin,45362.0,46.4,53.6,11,14,5,3,3,6,3,5,83.6,85.5,0,2,4,4,3,3,75.0,58.8,38.5,61.5,1,2,12,12,12,12,1,2,0,0
Sunday 24th October,Atletico Madrid,Real Sociedad,Wanda Metropolitano,50032.0,56.0,44.0,17,8,4,4,9,2,4,2,85.5,80.3,1,1,4,3,2,1,56.3,86.7,73.7,26.3,2,2,14,14,13,14,1,3,0,0
Saturday 23rd October,Valencia,Real Mallorca,Mestalla,29139.0,72.7,27.3,20,9,6,4,9,4,5,1,81.8,64.4,1,1,5,0,0,1,42.9,63.6,58.1,41.9,3,3,15,19,19,14,5,2,0,2
Saturday 23rd October,Cadiz,Alaves,Ramon de Carranza,13790.0,61.3,38.7,23,8,4,4,13,1,6,3,80.9,68.8,1,2,14,3,0,1,50.0,55.6,32.7,67.3,2,3,11,14,13,11,0,2,0,0
Saturday 23rd October,Elche,Espanyol,Martinez Valero,13449.0,57.6,42.4,12,20,7,7,3,10,2,3,89.3,84.6,0,1,3,7,2,1,72.2,66.7,42.9,57.1,5,5,15,9,9,15,3,1,0,0
Saturday 23rd October,Athletic Bilbao,Villarreal,San Mames,38698.0,51.8,48.2,14,11,7,3,4,4,3,4,85.3,86.1,1,0,9,2,3,4,83.3,80.0,50.0,50.0,2,5,7,12,12,6,0,3,0,0
Friday 22nd October,Osasuna,Granada,El Sadar,21128.0,42.2,57.8,17,9,6,4,6,4,5,1,69.8,76.1,0,0,4,1,1,3,42.9,83.3,66.7,33.3,3,4,15,11,11,15,1,3,1,0
Monday 18th October,Alaves,Real Betis,Mendizorroza,10227.0,36.4,63.6,14,19,2,4,4,7,8,8,76.3,86.1,1,1,7,7,3,2,83.3,53.8,53.3,46.7,3,2,8,11,10,8,1,1,0,0
Monday 18th October,Espanyol,Cadiz,Cornella - El Prat,15678.0,54.4,45.6,14,13,6,2,3,8,5,3,82.6,80.9,1,1,7,9,2,0,44.4,90.0,56.3,43.8,3,4,8,10,10,8,1,0,0,0
Sunday 17th October,Rayo Vallecano,Elche,Campo de Futbol de Vallecas,6989.0,52.5,47.5,10,7,4,3,4,2,2,2,74.2,73.4,2,0,6,2,7,1,64.3,29.4,43.8,56.3,2,2,16,11,10,15,2,2,0,0
Sunday 17th October,Celta Vigo,Sevilla,Balaidos,10774.0,46.0,54.0,14,8,3,2,5,3,6,3,79.3,81.9,1,0,5,4,5,2,66.7,88.9,46.9,53.1,1,3,13,9,8,12,2,3,0,0
Sunday 17th October,Villarreal,Osasuna,Estadio de la Ceramica,14831.0,72.7,27.3,11,6,6,2,4,2,1,2,87.1,63.6,1,1,4,4,4,3,28.6,60.0,50.0,50.0,0,5,6,14,14,6,1,5,0,0
Sunday 17th October,Barcelona,Valencia,Camp Nou,47317.0,60.4,39.6,12,9,5,3,4,3,3,3,90.4,81.0,2,0,9,3,3,2,36.4,66.7,26.1,73.9,2,2,16,13,13,16,2,3,0,0
Saturday 16th October,Levante,Getafe,Ciutat de Valencia,14551.0,52.7,47.3,6,14,2,4,2,4,2,6,83.4,78.8,0,0,3,11,2,0,31.6,60.0,57.7,42.3,4,2,14,10,9,14,3,3,0,0
Saturday 16th October,Real Sociedad,Real Mallorca,Reale Seguros Stadium,30831.0,49.7,50.3,10,7,2,1,4,4,4,2,82.0,80.9,0,0,2,6,2,5,35.7,37.5,52.6,47.4,1,1,11,21,18,9,1,3,1,0
Sunday 3rd October,Elche,Celta Vigo,Martinez Valero,11299.0,44.9,55.1,12,10,5,1,5,6,2,3,72.9,77.3,1,1,7,4,2,3,64.3,50.0,68.6,31.4,1,3,14,19,17,14,4,3,0,0
Sunday 3rd October,Espanyol,Real Madrid,Cornella - El Prat,23377.0,34.5,65.5,8,18,4,4,4,8,0,6,80.4,90.5,3,1,2,8,1,4,78.6,56.3,29.6,70.4,3,2,12,13,11,12,2,1,0,0
Sunday 3rd October,Getafe,Real Sociedad,Coliseum Alfonso Perez,8463.0,38.0,62.0,9,10,2,5,2,3,5,2,60.1,75.4,1,2,2,5,3,4,62.1,50.0,48.1,51.9,4,1,16,11,11,15,4,2,0,0
Sunday 3rd October,Villarreal,Real Betis,Estadio de la Ceramica,16719.0,58.2,41.8,11,10,5,3,5,3,1,4,88.2,82.6,3,0,4,6,4,8,57.9,65.0,46.2,53.8,3,2,14,9,8,14,2,4,0,0
Sunday 3rd October,Granada,Sevilla,Estadio Los Carmenes,12334.0,31.5,68.5,3,14,1,3,0,7,2,4,70.4,85.0,0,3,2,6,2,0,57.1,71.4,33.3,66.7,3,0,13,11,10,11,3,2,0,1
Saturday 2nd October,Osasuna,Rayo Vallecano,El Sadar,19238.0,50.8,49.2,7,7,3,0,1,4,3,3,71.9,73.2,1,0,6,3,1,0,70.0,91.7,41.2,58.8,0,2,19,9,9,17,3,3,0,0
Saturday 2nd October,Real Mallorca,Levante,Iberostar Estadi,11803.0,53.1,46.9,11,6,7,3,3,2,1,1,80.3,78.8,0,1,8,3,0,3,46.2,42.1,33.3,66.7,2,6,18,25,25,17,4,4,0,0
Saturday 2nd October,Cadiz,Valencia,Ramon de Carranza,14794.0,31.9,68.1,2,16,1,4,0,8,1,4,59.8,81.1,0,2,1,3,1,1,53.1,81.8,52.3,47.7,4,1,16,11,10,16,3,4,0,0
Saturday 2nd October,Atletico Madrid,Barcelona,Wanda Metropolitano,60594.0,29.4,70.6,6,9,3,2,3,4,0,3,74.9,89.1,3,1,2,6,0,3,61.1,35.7,47.4,52.6,2,1,13,10,10,11,2,1,0,0
Friday 1st October,Athletic Bilbao,Alaves,San Mames,28665.0,55.6,44.4,16,17,5,5,6,8,5,4,79.8,74.6,2,0,13,9,0,2,45.5,54.5,28.9,71.1,5,4,16,12,11,16,3,2,0,0
Monday 27th September,Celta Vigo,Granada,Balaidos,6375.0,73.2,26.8,14,7,5,4,7,2,2,1,84.7,53.1,0,1,5,3,1,0,38.5,50.0,51.4,48.6,4,4,9,12,11,8,2,7,0,0
Sunday 26th September,Real Mallorca,Osasuna,Iberostar Estadi,9359.0,55.5,44.5,17,11,8,6,5,4,4,1,78.5,68.2,4,2,5,5,4,0,76.9,66.7,38.3,61.7,3,6,8,17,17,7,2,3,0,0
Sunday 26th September,Barcelona,Levante,Camp Nou,35334.0,70.1,29.9,20,6,12,2,4,4,4,0,91.0,72.4,3,2,11,1,0,0,71.4,50.0,75.0,25.0,2,9,11,16,16,11,1,3,0,0
Sunday 26th September,Rayo Vallecano,Cadiz,Campo de Futbol de Vallecas,5903.0,59.1,40.9,13,6,6,1,3,5,4,0,76.2,63.7,1,2,4,3,2,2,58.3,70.0,45.8,54.2,0,3,11,11,11,11,2,4,0,0
Sunday 26th September,Real Sociedad,Elche,Reale Seguros Stadium,23941.0,64.3,35.7,18,5,5,2,7,3,6,0,85.9,73.0,1,1,6,1,4,0,66.7,55.6,64.1,35.9,2,3,12,16,16,11,1,3,0,0
Sunday 26th September,Real Betis,Getafe,Benito Villamarin,29825.0,51.1,48.9,20,8,5,3,12,4,3,1,80.7,80.6,2,1,3,3,3,1,62.5,78.3,63.3,36.7,3,3,12,19,18,11,1,3,0,0
Saturday 25th September,Alaves,Atletico Madrid,Mendizorroza,9836.0,28.9,71.1,7,13,1,1,5,10,1,2,63.7,85.8,2,0,3,8,0,2,63.6,44.4,52.8,47.2,1,0,18,11,10,15,2,3,0,0
Saturday 25th September,Valencia,Athletic Bilbao,Mestalla,13680.0,52.4,47.6,13,12,6,4,3,4,4,4,73.8,69.5,2,0,4,5,0,3,69.2,53.8,48.8,51.2,3,5,14,17,17,13,3,2,1,0
Saturday 25th September,Sevilla,Espanyol,Ramon Sanchez Pizjuan,23956.0,53.8,46.2,12,13,5,2,5,7,2,4,86.1,83.6,1,0,4,8,4,2,70.6,53.3,61.3,38.7,2,4,10,8,7,10,2,0,1,0
Saturday 25th September,Real Madrid,Villarreal,Santiago Bernabeu,23985.0,48.7,51.3,15,6,2,2,6,4,7,0,89.8,88.4,3,1,6,3,3,3,66.7,64.3,41.2,58.8,2,2,10,12,12,10,1,2,0,0
Thursday 23rd September,Granada,Real Sociedad,Estadio Los Carmenes,9552.0,38.3,61.7,10,20,2,11,2,4,6,5,71.3,82.1,1,2,4,7,1,1,46.7,62.5,45.5,54.5,8,0,11,16,16,10,5,1,0,0
Thursday 23rd September,Osasuna,Real Betis,El Sadar,13758.0,47.9,52.1,11,16,3,9,5,2,3,5,73.5,77.8,1,3,4,7,2,2,30.0,41.7,36.4,63.6,6,2,18,10,9,16,2,0,0,0
Thursday 23rd September,Cadiz,Barcelona,Ramon de Carranza,12180.0,31.9,68.1,13,6,3,2,5,3,5,1,71.5,86.3,1,2,4,5,1,1,55.0,78.9,37.0,63.0,2,3,16,8,7,16,3,2,0,1
Wednesday 22nd September,Espanyol,Alaves,Cornella - El Prat,14254.0,53.1,46.9,10,7,2,2,3,3,5,2,81.2,76.0,1,0,4,8,3,5,81.8,40.0,39.5,60.5,2,1,14,18,17,13,2,1,0,0
Wednesday 22nd September,Sevilla,Valencia,Ramon Sanchez Pizjuan,23654.0,58.2,41.8,11,8,5,3,6,1,0,4,80.4,76.1,2,0,1,4,2,0,60.0,52.9,55.9,44.1,2,2,25,21,19,25,5,3,0,0
Wednesday 22nd September,Real Madrid,Real Mallorca,Santiago Bernabeu,20113.0,59.3,40.7,18,17,12,5,4,7,2,5,89.0,85.2,2,1,3,2,2,0,55.0,35.7,71.4,28.6,4,5,18,8,7,18,2,1,0,0
Wednesday 22nd September,Villarreal,Elche,Estadio de la Ceramica,8234.0,60.0,40.0,14,9,9,3,3,3,2,3,85.1,77.1,3,2,8,7,3,1,37.5,73.3,43.8,56.3,2,5,16,11,10,16,1,2,0,0
Tuesday 21st September,Getafe,Atletico Madrid,Coliseum Alfonso Perez,8950.0,31.4,68.6,7,12,1,4,4,4,2,4,62.1,80.7,0,2,2,5,3,2,50.0,26.7,30.8,69.2,2,1,15,11,9,15,4,5,1,0
Tuesday 21st September,Athletic Bilbao,Rayo Vallecano,San Mames,16236.0,47.0,53.0,8,8,1,3,3,3,4,2,71.5,76.4,1,2,2,1,1,2,64.3,58.3,61.1,38.9,1,1,16,20,19,15,3,3,0,0
Tuesday 21st September,Levante,Celta Vigo,Ciutat de Valencia,11989.0,45.0,55.0,6,4,2,2,4,1,0,1,72.2,77.5,1,2,2,4,1,4,56.3,55.6,45.0,55.0,0,2,16,12,11,15,3,2,0,0
Monday 20th September,Barcelona,Granada,Camp Nou,27097.0,77.1,22.9,17,5,6,2,7,2,4,1,91.2,62.2,2,1,12,4,1,0,46.7,46.7,52.2,47.8,1,5,15,20,20,15,3,6,0,0
Sunday 19th September,Real Mallorca,Villarreal,Iberostar Estadi,9168.0,34.1,65.9,10,11,1,3,5,3,4,5,71.2,85.7,0,2,3,1,4,2,45.0,50.0,45.2,54.8,3,1,11,16,16,11,2,3,0,0
Sunday 19th September,Real Sociedad,Sevilla,Reale Seguros Stadium,23757.0,47.2,52.8,11,11,4,4,5,5,2,2,80.3,81.0,0,0,5,6,2,2,56.3,62.5,59.4,40.6,4,4,16,11,10,15,2,3,0,0
Sunday 19th September,Real Betis,Espanyol,Benito Villamarin,30189.0,60.1,39.9,23,11,9,4,11,3,3,4,87.4,77.8,2,2,10,4,0,4,60.0,63.2,50.0,50.0,2,8,13,9,9,12,4,4,1,0
Sunday 19th September,Valencia,Real Madrid,Mestalla,26689.0,38.6,61.4,12,18,4,10,7,4,1,4,78.2,88.2,1,1,2,5,0,1,53.3,38.5,50.0,50.0,8,3,14,14,14,14,1,5,0,0
Saturday 18th September,Rayo Vallecano,Getafe,Campo de Futbol de Vallecas,3280.0,50.2,49.8,11,13,5,3,4,7,2,3,74.4,64.5,2,0,5,3,4,0,25.0,75.0,42.9,57.1,3,2,20,16,16,20,6,7,0,0
Saturday 18th September,Atletico Madrid,Athletic Bilbao,Wanda Metropolitano,38798.0,54.6,45.4,14,6,2,0,7,3,5,3,82.2,78.2,1,2,5,5,1,1,78.6,84.6,55.6,44.4,0,2,10,13,13,8,4,2,1,0
Saturday 18th September,Elche,Levante,Martinez Valero,11507.0,54.0,46.0,9,11,2,6,2,3,5,2,86.5,81.8,0,2,4,7,2,2,58.8,75.0,61.9,38.1,5,1,10,14,13,10,2,2,0,0
Saturday 18th September,Alaves,Osasuna,Mendizorroza,8176.0,55.9,44.1,8,13,3,5,3,6,2,2,73.1,65.1,0,0,2,8,2,0,90.0,46.2,62.7,37.3,3,3,11,14,14,10,4,3,0,0
Friday 17th September,Celta Vigo,Cadiz,Balaidos,6754.0,77.8,22.2,14,7,4,3,6,3,4,1,83.0,44.6,2,0,7,1,0,0,58.3,55.0,53.1,46.9,1,3,8,8,8,8,3,2,0,0
Monday 13th September,Getafe,Elche,Coliseum Alfonso Perez,6853.0,56.3,43.7,10,8,1,3,3,3,6,2,82.8,77.5,0,2,8,2,4,5,42.9,57.1,52.0,48.0,2,1,6,14,13,6,2,4,0,0
Monday 13th September,Granada,Real Betis,Estadio Los Carmenes,10201.0,43.0,57.0,11,19,2,9,6,3,3,7,78.3,83.5,1,3,6,8,3,1,50.0,46.7,37.5,62.5,7,1,7,14,13,7,1,2,0,0
Sunday 12th September,Espanyol,Atletico Madrid,Cornella - El Prat,15321.0,42.2,57.8,9,13,3,3,3,8,3,2,80.3,84.7,0,0,6,3,2,2,50.0,68.8,43.5,56.5,1,2,10,11,10,9,1,4,0,0
Sunday 12th September,Osasuna,Valencia,El Sadar,13940.0,56.9,43.1,11,10,2,4,6,3,3,3,73.9,68.1,0,1,4,4,4,2,66.7,54.5,46.5,53.5,1,1,20,14,14,20,4,2,0,0
Sunday 12th September,Cadiz,Real Sociedad,Ramon de Carranza,11826.0,22.4,77.6,6,16,1,4,4,5,1,7,55.6,87.2,0,2,2,8,2,4,64.7,60.0,41.2,58.8,2,1,10,9,9,9,2,0,1,0
Sunday 12th September,Real Madrid,Celta Vigo,Santiago Bernabeu,19874.0,59.8,40.2,15,11,11,4,1,3,3,4,88.4,82.1,3,3,7,3,3,0,53.8,41.2,53.8,46.2,3,7,8,16,16,7,2,3,0,0
Saturday 11th September,Levante,Rayo Vallecano,Ciutat de Valencia,12974.0,45.0,55.0,7,22,2,6,1,12,4,4,75.5,80.8,0,5,2,5,3,2,47.1,50.0,54.8,45.2,5,1,14,16,15,14,3,4,0,0
Saturday 11th September,Athletic Bilbao,Real Mallorca,San Mames,14566.0,47.9,52.1,19,7,5,1,8,3,6,3,74.3,76.0,3,0,7,2,3,0,62.5,61.5,43.2,56.8,1,4,7,13,13,7,1,2,0,0
Sunday 29th August,Barcelona,Getafe,Camp Nou,26543.0,66.6,33.4,7,8,3,3,2,5,2,0,86.1,74.5,2,0,3,2,3,1,50.0,61.1,28.0,72.0,2,1,16,22,19,15,3,1,0,0
Sunday 29th August,Cadiz,Osasuna,Ramon de Carranza,7452.0,27.1,72.9,7,14,3,4,3,7,1,3,57.7,82.4,1,2,4,11,0,1,76.5,50.0,31.4,68.6,1,1,9,6,5,6,4,0,0,0
Sunday 29th August,Rayo Vallecano,Granada,Campo de Futbol de Vallecas,583.0,46.9,53.1,19,9,6,3,8,3,5,3,70.9,71.4,0,1,5,7,2,0,30.8,61.5,62.2,37.8,3,2,19,14,13,17,1,4,0,0
Sunday 29th August,Atletico Madrid,Villarreal,Wanda Metropolitano,26840.0,48.9,51.1,23,2,4,2,11,0,8,0,87.0,82.6,1,1,16,0,5,1,66.7,62.5,38.1,61.9,0,2,11,6,6,11,5,2,0,0
Saturday 28th August,Celta Vigo,Athletic Bilbao,Balaidos,5492.0,61.8,38.2,13,6,0,2,9,2,4,2,75.2,61.5,1,3,5,4,5,1,64.0,61.5,56.3,43.8,1,0,12,11,10,11,2,1,0,0
Saturday 28th August,Elche,Sevilla,Martinez Valero,10385.0,29.1,70.9,7,18,4,5,3,10,0,3,66.7,89.1,1,3,5,3,2,0,50.0,70.0,47.4,52.6,4,3,6,9,9,5,2,0,0,0
Saturday 28th August,Real Sociedad,Levante,Reale Seguros Stadium,7758.0,51.5,48.5,7,6,2,0,5,4,0,2,83.8,81.9,1,0,2,2,1,1,61.5,57.1,73.9,26.1,0,1,17,13,13,17,1,1,0,0
Friday 27th August,Real Mallorca,Espanyol,Iberostar Estadi,7529.0,47.1,52.9,12,8,6,3,5,3,1,2,77.6,79.6,1,0,3,2,2,1,53.3,73.7,63.0,37.0,3,5,16,17,16,15,4,3,0,1
Friday 27th August,Valencia,Alaves,Mestalla,10627.0,48.8,51.2,9,9,4,2,4,5,1,2,76.5,76.1,3,0,4,4,2,2,57.1,71.4,39.0,61.0,2,1,20,15,15,19,1,4,0,0
Monday 23rd August,Getafe,Sevilla,Coliseum Alfonso Perez,4810.0,38.6,61.4,12,9,0,3,7,5,5,1,72.4,84.6,0,1,5,4,1,3,75.0,33.3,65.0,35.0,2,0,18,10,10,17,3,2,0,0
Monday 23rd August,Osasuna,Celta Vigo,El Sadar,7189.0,46.3,53.7,15,4,7,0,7,4,1,0,71.4,75.6,4,0,1,2,0,2,68.4,76.9,63.0,37.0,0,7,19,8,8,19,4,3,0,0
Sunday 22nd August,Real Sociedad,Rayo Vallecano,Reale Seguros Stadium,7652.0,61.2,38.8,13,9,8,1,2,7,3,1,84.2,75.7,1,1,5,4,0,2,40.0,42.1,51.4,48.6,1,7,19,15,14,18,3,4,0,0
Sunday 22nd August,Atletico Madrid,Elche,Wanda Metropolitano,24926.0,41.8,58.2,8,4,4,2,4,2,0,0,84.3,88.3,1,0,2,1,5,0,59.3,58.3,53.8,46.2,2,3,16,10,9,16,2,2,0,0
Sunday 22nd August,Levante,Real Madrid,Ciutat de Valencia,9838.0,38.6,61.4,8,20,4,5,3,7,1,8,80.6,89.6,2,3,4,6,0,5,50.0,52.9,45.5,54.5,2,1,17,7,6,15,3,2,1,0
